salary,company,jobname,jobcont,jobid
100000-400000/月,广州市云润大数据服务有限公司,运维开发工程师（数据平台）,"职位描述：岗位职责：1、负责制定运维资源需求及运维计划；2、针对应用系统功能使用，支持相关业务流程变更或升级，配置相关系统参数、业务数据事项；3、维护所有机房设备，保证网络正常并建立警报机制；4、产品使用的网络状况监控与故障响应，同时做好内部归类、总结；5、负责制定应用系统的管理制度、应急机制和保障方案，并贯彻执行；6、开发运维平台系统。岗位要求：1、大专以上学历，三年以上系统工程师运维工作经验；2、精通Linux系统管理，熟悉Kernel调优，有性能监控和优化工作经验；3、熟练使用Nginx,Apache,Varnish,Memcached,Mysql,Redis,Iptables,dns,lvs等技术；4、熟悉MySQL数据库优先；5、有软件开发经验，掌握shell/perl/php/python中的一种或两种脚本编程语言者优先；6、具备大型及分布式数据中心整体架构设计与规划能力，能规划和维护千万级PV的多IDC网络结构。加分项1. 熟悉如下关键词的的优先：Nginx、LVS、MongoDB、MySQL、Storm、Kafka、Redis、Hadoop、Hbase、JVM、Finagle/Netty、Scala、Solr；2、有过自动化运维的经验，如puppet的使用优先；3、有虚拟化、云计算、CDN经验优先。工作地点：广州市越秀区文德北路68号自编东方文德广场A-602房职能类别：技术支持/维护工程师配置管理工程师关键字：NginxLVSMongoDBMySQLStormKafkaRedisHadoopHbaseJVM举报分享",35
30000-39999/月,广州鸿程达企业管理咨询有限公司,高级大数据工程师,职位描述：工作职责：1.	应用机器学习、文本挖掘等技术，对海量学习用户数据进行挖掘，发现学习规则，潜在关系，指导业务发展；2.	Hadoop、Spark环境的搭建、维护及优化；3.	构建通用的分布式环境下算法平台，包括矩阵计算、变量构造、算法封装，快速支持算法应用；4.	对海量数据的分析处理和数据仓库的设计开发；5.	通过海量学习数据实现用户画像、知识图谱、智能推荐、个性化学习；6.	和业务部门密切配合寻求数据层面的商业价值并组织建设数据模型。任职资格：1.	全日制重点本科以上学历，应用数学、统计学相关专业优先考虑，要求具备扎实的统计学、数学模型、数据挖掘、机器学习理论基础；2.	***，25-32岁，有3-8年的工作经验；3.	有三年以上互联网公司或海量数据处理工作经验，大数据挖掘、分析、建模经验；4.	熟悉聚类、分类、回归等机器学习算法实现，对常见的核心算法理解透彻，有实际建模经验；5.	具有扎实的计算机操作系统、数据结构等编程基础，熟悉Java、Scala、Python、R语言；6.	精通Hadoop、Spark技术，对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验。职能类别：高级软件工程师举报分享,34
8000-15000/月,广州银博信息技术有限公司,大数据工程师,"职位描述：任职要求：1，全日制大学专科及以上学历，计算机相关专业，2年以上相关工作经验；2，有Hadoop,mahout或者spark,mllib等大数据平台实践经验；3，熟悉Java、R语言或Scala等开发语音；4，熟练掌握各种数据分析方法，基本统计技术、指标维度分解方法，各类机器学习方法、熟悉分类，聚类，推荐，自然语言处理等算法者优先；5，熟悉 Unix/Linux环境，熟悉SQL, Nosql技术；6，具有良好的自学和自律能力；具有良好的沟通及口头表达能力；7，工作热情主动、踏实、勤奋，有很强的责任心和团队协助精神，能够在较强压力下工作；8，有银行项目经验者优先，有流程开发经验者优先。9，在需要的情况下愿意接受驻点工作。上班时间：9：00-17：30，五天工作制。福 　 利：五险一金、年终奖金、加班补助、重大节日礼金礼品、不定期集体聚餐活动、年度旅游等等。假期福利：除法定假期外，公司员工额外享有公司提供的带薪年假、探亲假、产假、婚假等。联系方式：公司地址：广州科学城科学大道162号创意大厦B1栋5层506室电　  话：020-82557081简历投递：hr@wingsbro.com职能类别：软件工程师高级软件工程师关键字：大数据工程师举报分享",37
6000-7999/月,广州优亿信息科技有限公司,后端开发人员,职位描述：岗位职责:1. 完成项目经理安排的开发任务2.负责项目服务器端系统设计和开发；3.对项目代码进行优化保证代码质量与运行效率；任职资格:1.熟悉Hadoop(MapReduce/HDFS)、HBase、Spark、Strom等开源大数据技术的开发与部署。2.掌握一门开发语言Java、Scala、Phython等。3.熟悉操作系统linux及数据库Mysql、Oracle的基本原理及操作。4、本科以上学历（硬性要求）职能类别：软件工程师举报分享,32
7000-10000/月,杭州美盈网络科技有限公司,Java/C/C++开发工程师（大数据平台开发）,"职位描述：工作内容：1、参与卓望大数据平台组件的设计、开发、单元测试工作；2、能够按照进度要求完成相关的开发任务，3、配合测试人员的测试工作，及时修复测试过程发现的BUG，并不断对系统进行优化；4、对组件的现网运行进行支撑，对发现的现网问题能够及时解决；任职要求：1、大学本科毕业，3年或以上工作经验；2、熟练使用Java或C/C++，且连续使用其中一种语言2年以上；3、熟悉MySQL、Redis、ES系统；4、熟悉软件开发过程，熟悉软件设计模式，熟悉常用的的开发框架；5、具备良好的沟通、协作能力；6、熟悉scala、hadoop、spark者优先。本岗位任职项目隶属中国移动核心产品项目，对任职人员的简历要求为已毕业、本科以上学历！~我司上班时间为9:00~12:00,13:30~18:00，每周5天工作制。入职立即购买五险一金，每月提供交通补贴、午餐补贴；节日发购物卡并有员工自用电脑补贴、定期体检等。职能类别：高级软件工程师软件工程师关键字：软件工程师JavaCC++周末双休带薪年假年终奖金节日福利立即上岗举报分享",33
150元/天,北京中人网信息咨询股份有限公司广...,数据挖掘工程师(实习生）,"职位描述：数据挖掘工程师（实习生）岗位职责：1、协助完成大数据的收集、处理和数据建模；2、协助完成数据分析,数据挖掘相关的算法、应用的设计与开发；任职要求：1、统计、运筹，数学、信息技术、数据挖掘，计算机等相关专业；2、具有扎实的计算机操作系统、统计学、数据挖掘、机器学习理论基础等编程基础，最少熟悉Java/Scala/Python其中一种语言；3、熟悉Oracle、Mysql等数据库，熟悉SQL；4、熟悉使用某一种专业分析工具，例如R/SPSS/SAS/Matlab等；5、熟悉常用数据挖掘算法（如分类、聚类、回归、关联规则、神经网络等）及其原理；6、 硕士研究生、重点大学本科应届毕业生、在ACM竞赛或数学建模竞赛中获奖者优先；职能类别：算法工程师其他关键字：数据建模数据分析举报分享",31
10000-14999/月,广州市丛文信息科技有限公司,大数据开发工程师,"职位描述：专业技能和条件：1、深厚的Java功底，多年的并发编程经验；2、参与过分布式高性能服务的设计开发过程，有大规模分布式系统的实践经验；3、熟悉HDFS/HBase/Hive/MapReduce/Storm/Spark等相关技术,有 MapReduce 程序的实战开发经验；4、熟悉Hadoop运行监控及调优技术；5、熟悉常见存储技术（Sqlserver ,Oracle, Mysql, NosqlDB），WebService/WebAPI（SOAP/json）；6、熟悉scala语言优先。7、计算机相关专业专科及以上学历；岗位职责及工作内容：1.负责大数据平台的开发、维护工作；2.负责大数据采集、清洗、整合等工作；3.负责大数据平台文本挖掘分析等工作；4.负责BI及报表开发。职能类别：软件工程师高级软件工程师关键字：HadoopJavascala大数据开发BI举报分享",30
20000-29999/月,平安科技（深圳）有限公司,后台性能测试专家(深圳),"职位描述：岗位职责：1、参与性能测试需求分析，从架构和设计层面评估产品性能需求以及性能风险；2、对公司产品进行性能评测、定位，并参与调优。3、建设公司性能测试体系及性能测试规范。4、开发性能测试专项工具。5、作为公司质量技术族通道委员，参与建设公司质量人才发展建设。""任职要求：1、5年以上工作经验，3年以上性能测试经验。2、具有大型复杂系统软件项目的开发或测试经验， 有分布式，高并发、高负载，高可用性系统设计开发、测试经验者优先；3、了解Linux操作系统原理；4、精通Java/Python/Scala等其中一门开发/脚本语言，能够独立进行开源工具二次开发，扩展测试协议；5、熟悉B/S系统主流架构，如Spring，Struts等。具备以下其中一项或以上经验的候选人优先考虑：1， 有大型数据库集群性能调优经验；2， 熟悉设计模式。3， 精通linux, windows操作系统原理。职能类别：软件测试举报分享",28
,阿里巴巴集团,阿里游戏-spark研发工程师,"职位描述：工作职责：1. 负责数据中心实时计算平台建设2. 深入理解实时计算场景和其挖掘场景3. 负责spark流式计算架构设计开发工作任职资格1. 至少2年以上spark开发经验2. 熟悉基本分布式系统设计,有过大规模系统设计和工程实现的经验3. 熟悉Linux/Unix平台上的Java、python、scala编程，熟悉常用脚本语言4. 有过海量数据处理经验者优先5. 善于学习新的知识，对解决具有挑战性问题充满激情职能类别：其他举报分享",29
,舒适刀片（广州）有限公司,Assistant Accountant -助理会计,"职位描述：Key Responsibilities:1.To deal with bankers in bank related things. Familiar with foreign exchange policy on money receive/payment from (to) overseas.2.To maintain the petty cash according to the company procedure.3.To issue and dispatch the cheque/TT according to the company procedure.4.To input all vouchers to SAP & i-Scala.5.To file and keep the manufacturing vouchers & export invoices.6.To assistant in tax realted matters.7.To manage thestationerypurchasing and deal with miscellaneous thing for the department.8.To prepare the overhead accrual during month-end closing.9.To issue VAT invoices.10.To reconcile Inter-Company Accounts11.To prepare the monthly accounts receivable aging report and follow up the collections..12.Ad hoc assignment from SupervisorRequirement:1.University graduate or above in accounting or equivalent.2.Oneor more years of relevant experience.3.PC applicationand team worker, good communication skill, willing to learn.4.The certificate of Foreign Exchange Declaration is priority.职能类别：会计关键字：年终双薪提供班车举报分享",27
4500+ /月,广州英康唯尔互联网服务有限公司,算法工程师,职位描述：岗位职责：1.	帮助团队开发聊天机器人，实现项目的人机实时对话2.	帮助团队搭建机器（深度）学习平台，提高产品的智能化水平3.	帮助团队搭建数据分析平台，对用户数据进行集中分析4.	深入研究业内领先的技术思路、高效算法，进行项目算法设计、实现及优化5.	辅助团队对项目的核心算法进行专利申报任职要求：1.	具备较强的数理逻辑能力与新知识学习能力2.	精通聚类，分类等机器学习算法的原理及应用；3.	精通SVM，神经网络以及Boosting等机器学习算法4.	精通C/C++，Java，Python，Scala等编程语言的一种或多种，具备良好的编码能力；5.	熟悉深度学习算法以及智能计算算法的优先6.	熟悉Hadoop/MapReduce/Spark，或擅长函数式编程的优先；7.	思维严谨、突出的分析和归纳能力，优秀的沟通、团队协作能力8.	参加过大型数学建模竞赛或ACM程序大赛的应届毕业生可以考虑职能类别：算法工程师举报分享,51
3500-7000/月,广东振业优控科技股份有限公司,大数据工程师助理,职位描述：基本素质要求：1. 有实际项目开发经验，熟悉以下一种语言以上：Java，Python，Scala，C++2. 了解大数据相关技术3. 能阅读理解国外的英文技术文档4. 对大数据技术有浓厚兴趣5. 有钻研精神，刻苦耐劳，性格乐观具有以下经历/经验者优先：1. 有维护个人博客2. 开源项目发起者，提交者3. 熟悉大数据相关技术，有实际开发经验职能类别：软件工程师举报分享,25
10000-14999/月,汤臣倍健股份有限公司,大数据专员,职位描述：岗位职责:1.	负责集团大数据应用需求开发和运维工作的具体执行；2.	负责官方网站、官方微博、官方微信等互联网接触点数据的采集和应用；3.	负责电商平台的商品信息采集和评价信息采集。任职资格:1.	本科以上学历，计算机、数学等相关专业，具有3年以上大数据相关工作经验；2.	精通Hadoop体系相关技术，熟悉Hortonworks发行版本的大数据平台；3.	精通Java、Scala、Python等编程语言，熟悉业界主流的大数据开发技术，包括MapReduce、Spark、Hive、HBase、Flume、Storm、Kafka等；4.	熟悉网络爬虫和文本挖据技术优先，熟悉电商平台数据采集和应用优先。职能类别：技术支持/维护工程师信息技术专员举报分享,64
10000-14999/月,广州商脉网络科技有限公司,大数据云计算,职位描述：岗位职责：1、参与公司大数据云计算相关项目开发工作2、配合公司其他项目的实际要求参与大数据云计算技术的部分开发工作3、参与团队对hadoop、spark等大数据云计算技术进行技术研发工作岗位要求：1、熟练掌握面向对象程序设计思想2、熟练掌握Java编程语言3、熟练使用Eclipse for Java IDE4、熟练使用以下的脚本语言中一种或几种：Bash、Python、Spark Scala5、掌握Linux操作系统基本操作6、具有一定的计算机网络基础知识7、具有一定的文件系统管理知识8、了解hadoop、spark等大数据云计算技术的基本原理职能类别：高级软件工程师软件工程师关键字：周末双休带薪年假年终双薪加班补助出差补贴立即上岗举报分享,26
8000-9999/月,广州优亿信息科技有限公司,算法工程师,"职位描述：岗位职责：1、协助完成大数据的收集、处理和数据建模；2、协助完成数据分析,数据挖掘相关的算法、应用的设计与开发；任职要求：1、精通Java、Python、Scala或R等程序设计语言，对数据结构和算法设计有较为深刻的理解2、有语义分析，分词经验者优先考虑，熟练掌握hadoop,Spark等框架者优先3、熟悉常用数据挖掘算法（如分类、聚类、回归、关联规则、神经网络等）及其原理4、有挖掘团队管理经验者优先。职能类别：算法工程师举报分享",65
15000-19999/月,泛华保网电子商务有限公司,高级软件工程师,职位描述：岗位职责：1.参与保险电子商务网站以及相关业务的系统设计，能够独立承担局部模块的架构设计和核心代码的实现；2.带领2-3人的开发小组，完成所负责模块的分析设计、编码、单元测试，代码走查，调试和性能优化，以及可能的重构；3.撰写系统开发过程中的需求分析文档、系统设计文档；4.进行技术研究和技术难点攻关，并解决系统开发、运行中出现的各种问题；任职要求：1.计算机软件等相关专业本科（含）以上学历、5年左右开发经验，拥有4～5中大型软件项目设计、开发、实施经验或大型互联网公司工作经验者优先；2.精通JAVA语言，精通Hibernate、Spring、SpringMVC开发，有Scala 开发经验优先；3.熟悉HMTL，XHTML，Xml，CSS，Javascript，AJAX等网络技术；4.熟练掌握SQL语法，精通MYSQL或其他主流数据库，以及相关技术和工具；5.熟练掌握OOA/OOD，至少一种相关工具的应用；6.吃苦耐劳，有责任心，具备较强的组织、沟通能力，有抗压能力，能适应高强度的工作。职能类别：高级软件工程师软件工程师举报分享,63
8000-12000/月,东莞市拓能电子科技有限公司,财务主管,职位描述：1、财务管理相关工作2、制造工厂原价的计算3、固定资产日常管理1、本科或以上学历，会计或财务管理专业 ，中级会计师或CCPA资格；2、5年以上财会岗位工作经历；具有外资生产型企业全盘账务操作；3、具备Excel高级技能：数据透视表、会计常用函数、简单宏处理；4、较强的工作抗压能力和学习能力，可以月末结帐时加班；5、英语有读、写基本技能；6、具有SAP系统操作和上线经验优先考虑；7、具有HFM和Scala系统经验优先考虑。备注：有兴趣者可以将您的经历发到liurui@sakuragi-hr.com或者加qq：1970293784了解详情英语与中级会计资格证为必要条件职能类别：财务主管/总账主管会计经理/会计主管关键字：财务主管会计主管财务课长中级会计师英语举报分享,24
,阿里巴巴集团,阿里移动-PP助手专场-资深数据挖掘工程师,职位描述：1、负责在分布式系统上进行数据计算的开发和算法实现；2、负责数据仓库建模、数据预处理系统的设计和开发。1、本科以上学历，扎实的统计学、数据挖掘、机器学习理论基础；2、熟悉聚类、分类、回归等机器学习算法实现，对常见的核心算法理解透彻，有实际建模经验；3、具有扎实的计算机操作系统、数据结构等编程基础，熟悉Java、Scala、Python语言；4、深入理解Map-Reduce模型，对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验；5、有一年以上互联网公司或海量数据处理工作经验，大数据挖掘、分析、建模经验。职能类别：互联网软件开发工程师举报分享,59
6000-12000/月,广州市博汇数码科技有限公司,Web 开发工程师,"职位描述：Web 开发工程师（能者多得，薪酬范围：6K-20K）职位描述:工作职责：1. 在具体使用场景中理解用户使用方式和遇到的问题；2. 通过 Web 前/后端开发，解决上述问题，带给用户更好的使用体验；3. 创造自动化工具，帮助工作伙伴提升运营效率。任职条件：1. 曾独立完成包含前端和后端的 Web 项目（个人项目亦可）；2. 能够对全动态站点进行性能优化；3. 熟悉 Unix/Linux 环境；4. 熟悉以下语言中的一种：Java/PHP/Python；5. 熟悉 HTML5/CSS3/jQuery；6. 熟悉至少一种数据库；7. 爱折腾，对新技术充满好奇心；8. 对良好代码风格具有强迫症。优先条件：1. 玩儿过以下语言中的至少一种：Lua/Go/Erlang/Scala/Ruby/R；2. 玩儿过至少一种非关系型数据库:mongo,redis；3. 能使用 HTML/JS/CSS 绘制原生应用级别的界面；职能类别：Web前端开发软件工程师关键字：周末双休带薪年假出差补贴节日福利举报分享",61
,阿里巴巴集团,阿里移动-高级软件测试工程师（大数据方向）,职位描述：1、负责数据平台的质量保障工作，参与计划定制、过程质量、风险控制等环节。2、负责构建产研测团队的质量行为和文化，通过质量数据改善过程质量。3、具有较强沟通能力，能够与产品经理/开发等成员积极的沟通，主动积极的推动问题的解决。4、通过技术的手段，提升研测工作效率。1、3年以上软件测试经验。2、熟悉java/c++/c/scala/python，至少能用其中一种coding。3、了解技术框架：hadoop/oozie/sqoop，以及kafka/zookeeper/flume。4、熟悉以下存储：hive/hbase/redis/solr/mongodb/mysql。5、熟悉性能、自动化、安全相关测试手段。6、有分布系统相关经验优先考虑。职能类别：软件测试举报分享,60
8000-20000/月,广州市博汇数码科技有限公司,高级 Web 开发工程师,"职位描述：高级 Web 开发工程师(3年或以上经验）（能者多得，薪酬范围：6K-20K）职位描述:工作职责：1. 在具体使用场景中理解用户使用方式和遇到的问题；2. 通过 Web 前/后端开发，解决上述问题，带给用户更好的使用体验；3. 创造自动化工具，帮助工作伙伴提升运营效率。任职条件：1. 曾独立完成包含前端和后端的 Web 项目（个人项目亦可）；2. 能够对全动态站点进行性能优化；3. 熟悉 Unix/Linux 环境；4. 熟悉以下语言中的一种：Java/PHP/Python；5. 熟悉 HTML5/CSS3/jQuery；6. 熟悉至少一种数据库；7. 爱折腾，对新技术充满好奇心；8. 对良好代码风格具有强迫症。优先条件：1. 玩儿过以下语言中的至少一种：Lua/Go/Erlang/Scala/Ruby/R；2. 玩儿过至少一种非关系型数据库:mongo,redis；3. 能使用 HTML/JS/CSS 绘制原生应用级别的界面；职能类别：Web前端开发高级软件工程师关键字：周末双休带薪年假人才推荐奖出差补贴节日福利举报分享",62
6000-12000/月,广州爱特安为科技股份有限公司,Java开发工程师,职位描述：任职描述：1、参与移动互联网领域的应用项目开发2、参与系统的文档编写与设计工作；3、参与公司产品整体开发和计划；4、参与产品系统架构设计，负责系统模块分析和系统接口设计；5、项目代码审查与确认，制定代码编写的规范；6、负责系统性能优化和技术攻关；7、维护和升级现有软件产品，快速定位并修复现有软件缺陷；8、与团队中其他成员合作，解决软件开发中遇到的问题.岗位要求：1、 具备丰富的软件开发专业知识，两年及以上的JAVA软件开发经验；2、 热爱技术研发工作，有较高的积极性及求知欲，具备优秀的分析和解决问题的能力，喜欢向难度挑战；3、 具有良好的英文技术资料阅读能力、学习能力、协调和沟通能力，有高度的团队合作精神和严肃认真的科学态度，有较强的责任心和事业心。工作经验要求：1、大专及以上学历，计算机相关专业。2、精通JAVA编程语言。3、有抽象设计能力，熟悉代码重构，能够用面向对象或者函数式编程原则组织代码，熟悉mvc等模型4、精通SQL，如果熟悉Mysql优先。5、熟悉使用eclipse或者intellij idea6、懂得Scala语言、有Web系统开发经验或者Play Framework优先考虑；7、具备良好的技术文档编写能力优先考虑；8、良好的职业操守，实干、诚实、守信、负责、合作。职能类别：手机应用开发工程师手机软件开发工程师关键字：javajava开发工程师举报分享,58
20000-24999/月,广州财略金融信息科技有限公司,金融业务架构师,职位描述：整体规划互联网金融中后台系统技术架构，参与需求分析、架构设计、技术决策以及详细设计优化现有系统的性能，解决系统中的关键问题和技术难题，把握复杂系统的设计，确保系统的架构质量，核心部分代码编写、指导和培训工程师、不断进行系统优化带领团队攻克例如大数据量、高并发、高稳定性等带来的各种挑战及技术难关工作要求：5年以上开发工作经验 ，熟悉分布式系统的设计架构，对集群资源管理和调度有深入的了解熟悉UML拥有支付和资金账户系统的设计架构经验，对 账户模型/支付交易等业务场景有开发经验优先有离线统计技术开发经验优先熟悉大数据模型和算法优先有过大访问量系统架构经验者优先精通Java/Scala/Nodejs/Go相关开发技术等具有高度的责任心，具备良好的沟通能力和团队协作精神职能类别：系统架构设计师关键字：带薪年假年终双薪奖金丰厚全勤奖人才推荐奖节日福利举报分享,56
,埃森哲（中国）有限公司,Kafka开发工程师,"职位描述：""1.精通Scala语言者优先，至少也要熟悉java2.熟悉Kafka内核原理，读过kafka源码。3.有分布式系统设计和交付经验至少五年相关工作经验""职能类别：其他举报分享",54
8000-9999/月,中通服软件科技有限公司,大数据技术专家,职位描述：1.应用机器学习、文本挖掘等技术，对海量学习用户数据进行挖掘，发现学习规则，潜在关系，指导业务发展；2.Hadoop、Spark环境的搭建、维护及优化；3.构建通用的分布式环境下算法平台，包括矩阵计算、变量构造、算法封装，快速支持算法应用；4.对海量数据的分析处理和数据仓库的设计开发；岗位要求：1.有海量数据处理工作经验，大数据挖掘、分析、建模经验；2.熟悉聚类、分类、回归等机器学习算法实现，对常见的核心算法理解透彻，有实际建模经验；3.具有扎实的计算机操作系统、数据结构等编程基础，熟悉Java、Scala、Python、R语言；4.精通Hadoop、Spark技术，对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验；5.能承受较大的工作压力。职能类别：软件工程师举报分享,57
8000-20000/月,广东广业开元科技有限公司,Hadoop工程师,职位描述：工作地点：广州天河区金穗路邦华环球广场【带薪年假】+【五险一金】+【包午餐】+【加班包晚餐】【各种补贴福利】岗位职责：Hadoopk环境的搭建、维护及优化；任职资格：1、本科全日制以上学历；3、具有扎实的计算机操作系统、数据结构等编程基础，精通Java，和熟悉Scala、Python、R语言之一者优先；4、对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验者优先考虑；5、有三年以上互联网公司或海量数据处理工作经验。----------公司简介----------★【广业公司】（全称“广东省广业资产经营有限公司”）是广东省国资委下第二大的国有多元化产业经营集团。（百亿级资产，中国500强，下设15家产业集团，两万人以上规模，旗下多家上市公司）★【广业开元科技】是在省政府和国资委重点关注支持，由广业公司投资千万控股成立的大数据科技公司，不仅拥有雄厚的资本支持，业务更广泛涉及政府、公共服务、大型国企事业单位、科技创新园区等多个高端领域。★核心团队来自于日立信息、杰赛股份、阿里巴巴、华为、汇丰银行、SAP、金山等国际国内一流IT科技公司，以及云计算和大数据领域的国内著名专家、博士后流动工作站组成，90%以上员工为技术工程师。职能类别：软件工程师高级软件工程师举报分享,55
150000-200000/年,广东邮电人才服务有限公司,数据分析工程师,职位描述：该岗位为电信研究院委托招聘岗位。工作职责：参与电信大数据应用系统的运营支撑，完成网络数据的分析处理。项目研发方向主要为网络信息安全、政企大数据产品，以及企业运营与市场分析系统等。技术能力要求：1.有一定统计学和数据挖掘算法基础和研究能力.2.能应用R语言、Python或Scala编程；3.了解CDH、Hadoop及Spark的分析组件。4.具有分析挖掘项目经验或熟悉Scala者优先学历要求：本科及以上学历工作经验：1-3年工作地点：广州市天河区职能类别：数据库工程师/管理员关键字：数据挖掘数据分析电信hadoop举报分享,52
25-50/年,上海汇希企业管理咨询有限公司,高级数据挖掘工程师,"职位描述：1、负责在分布式系统上进行数据计算的开发和算法实现；2、负责数据仓库建模、数据预处理系统的设计和开发。岗位要求：1、本科以上学历，扎实的统计学、数据挖掘、机器学习理论基础；2、熟悉聚类、分类、回归等机器学习算法实现，对常见的核心算法理解透彻，有实际建模经验；3、具有扎实的计算机操作系统、数据结构等编程基础，熟悉Java、Scala、Python语言；4、深入理解Map-Reduce模型，对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验；5、有一年以上互联网公司或海量数据处理工作经验，大数据挖掘、分析、建模经验。""职能类别：互联网软件开发工程师举报分享",53
10000-14999/月,广州偏锋网络技术有限公司,java游戏服务端,职位描述：岗位职责：1、 实现游戏业务逻辑，负责游戏后端与后台开发实现；2、 与前端开发人员配置完成游戏逻辑交互功能；3、 项目开发过程中能及时反映技术问题及汇报项目工作情况。岗位要求：1、 计算机相关专业，专科及以上学历；2、 了解面向对象、设计模式；3、 精通java基础，java高级编程；4、 掌握Netty或者Mina等主流java开源 io框架技术；5、 熟悉mysql数据库、linux操作系统；6、 熟悉akka、scala、redis优先考虑；7、 熟悉python、php开发工具优先考虑；8、 1年以上游戏开发经验；9、 有良好的沟通、协调能力和学习能力，具备良好的团队合作精神，对工作积极严谨踏实，能承受较大的工作压力。职能类别：多媒体/游戏开发工程师关键字：java游戏服务端Netty举报分享,5
10-15万/年,广州华夏经纬市场调查有限公司,数据挖掘工程师,职位描述：华夏经纬总部位于广州，北方区域总部设在北京，并在长沙、武汉、成都、深圳、青岛、昆明、福州、上海等城市设有分支机构。广州华夏经纬市场调查有限公司是国内最专业的市场研究公司之一，公司接受政府机构、企事业单位的委托，独立完成各类市场研究及管理咨询项目，研究领域涉及电信运营商、烟草、快速消费品、IT互联网、汽车/机械制造、房地产、医药卫生、家居房地产、商业服务等行业。华夏经纬凭借具有深厚专业知识和丰富行业经验的研究咨询队伍、规范严谨的工作流程和质量保证体系以及覆盖全国的市场资源网络，构建了服务不同领域的实力雄厚、结构合理的专业服务团队，在市场研究、第三方满意度测评、消费者行为研究、渠道/商圈规划、媒介研究、数据挖掘与分析、品牌管理等领域为客户提供专业的营销解决方案。广州华夏经纬市场调查有限公司现诚聘系统工程师岗位职责：1、利用自然语言处理和机器学习方法，深入研究和解决互联网文本挖掘中的问题；2、基于用户行为及社交网络数据，设计可扩展的机器学习算法，挖掘用户行为特征及社交群体；3、研究自然语言处理领域的前沿技术，涉及技术包括：特征提取、自动分类、主题检测、情感分析等；4、跟踪相关领域的技术发展趋势。岗位要求：1、计算机或相关专业本科及以上学历；2、精通至少一门开发语言（Scala/Java/C++），对数据结构和算法设计有较为深刻的理解；3、熟练掌握自然语言处理领域的基础理论和方法，对NLP有完整的、系统的认识；4、有较强的逻辑思维能力、分析问题和解决问题的能力，积极创新，乐于面对挑战；5、有Hadoop、Spark等大数据相关技术经验者优先；6、有互联网舆情数据挖掘工作经验者优先。岗位福利待遇：1、缴纳社会保险（养老、失业、工伤、生育、医疗等）及住房公积金；2、完善的入职及在职培训机制；3、每年享受带薪年假、法定节假日等福利；4、拥有广阔的职业提升空间，公平的晋升机制 ；5、良好的工作环境和团队氛围 ；6、公司每年为员工免费提供健康体检；7、丰富的公司员工活动。职能类别：算法工程师软件工程师关键字：市场调研市场研究市场调查软件开发系统工程咨询顾问管理咨询周末双休带薪年假奖金丰厚举报分享,23
8000-9999/月,广州数鹏通科技有限公司,数据挖掘工程师,职位描述：岗位职责：1.负责数据挖掘领域的分析研究，包括数据挖掘算法的分析研究，特定项目的数据挖掘模型的需求分析、建模；2.运用自然语言处理、机器学习等方法和技术，挖掘和分析海量互联网数据；3.数据平台建设，分析企业业务部门实际需求，规划、推进公司数据平台的建设及维护。任职要求：1.数学或计算机相关专业，本科及以上学历，有1年以上相关数据挖掘产品设计相关经验，侧重数据挖掘、数据产品；2.具有扎实的计算机操作系统、数据结构等编程基础，熟悉Java、Scala、Python语言；3.对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验；4.热爱研究型的工作，良好的分析问题和解决问题的能力，良好的沟通能力和快速学习能力。办公地点：五山办公点职能类别：算法工程师软件工程师关键字：数据挖掘举报分享,6
10000-18000/月,广州财略金融信息科技有限公司,后台高级开发工程师,职位描述：工作职责：1、整体规划互联网金融中后台系统技术架构，参与需求分析、架构设计、技术决策以及详细设计2、优化现有系统的性能，解决系统中的关键问题和技术难题，把握复杂系统的设计，确保系统的架构质量，核心部分代码编写、指导和培训工程师、不断进行系统优化3、带领团队攻克例如大数据量、高并发、高稳定性等带来的各种挑战及技术难关工作要求：1、2年以上开发工作经验 ，精通Java / Scala / Nodejs / Go相关开发技术2、熟悉一门脚本语言，如Nodejs；3、熟悉至少一门关系型数据库，有一定的优化经验，有MySQL或NoSQL经验4、具有高度的责任心，具备良好的沟通能力和团队协作精神5、具有很强的新技术和业务学习能力6、拥有支付和资金账户系统的设计架构经验优先7、有金融量化系统设计经验优先8、有SaaS、PaaS 开发经验优先9、熟悉大数据模型和算法优先10、有过大访问量系统架构经验者优先职能类别：互联网软件开发工程师系统架构设计师关键字：开发双休发展空间举报分享,4
