salary,company,jobname,jobcont,jobid
8000-9999/月,广州明雄网络科技有限公司,Java开发工程师,职位描述：1、完成软件系统代码的实现，编写代码注释和开发文档；2、辅助进行系统的功能定义，程序设计；3、根据设计文档或需求说明完成代码编写，调试，测试和维护；4、分析并解决软件开发过程中的问题；5、协助测试工程师制定测试计划，定位发现的问题；6、配合项目经理完成相关任务目标；7、能够独立进行后台系统的开发。我们希望你能够拥有：1. 大专及以上学历，计算机级相关专业；2. 熟悉J2EE技术架构体系，两年以上Java语言软件开发经验；3. 熟悉Struts、SpringMVC、Hibernate、iBatis、Spring、JSP、Velocity、Freemarker等一种或多种框架；4. 熟悉MySQL、SQLServer、Oracle等一种或多种数据库；5. 熟悉hadoop的编程能力，熟悉HDFS、Hbase、Hive的原理、特性和常用配置且有实战开发经验6. 熟悉Storm、Spark等实时统计技术有相关实战经验者优先；7. 为人性格活泼积极，比较nice者优先。福利待遇：1、工作环境：舒适的开放式办公环境，交通便利。2、福利制度：为员工缴纳养老保险、医疗保险、工伤保险、失业保险、生育保险。3、贺礼：五一、端午、中秋、春节等传统节日公司发放礼品礼金或购物卡，生日礼金，春节派发开门利是。4、员工活动：不定期的开展国内外旅游、聚餐、体育运动等相关活动。5、晋升空间：为员工提供专业指导并为优异人才提供快速晋升通道。职能类别：软件工程师举报分享,126
8000-9999/月,广州优亿信息科技有限公司,Java软件工程师,职位描述：岗位职责:1. 根据相应需要设计系统，并完成开发2. 负责对业务数据处理模块的系统设计和架构设计。任职资格:1. 专科及以上学历，熟悉Java语言2. 熟练掌握hibernate、spring、struts等框架3. 熟悉Linux基本操作4. 熟悉Html/JavaScript/Css/Ajax/JQuery等前端技术5. 熟悉百度地图、echarts、highcharts、bootstrap的开发6. 了解hadoop、spark优先考虑7. 有良好的团队精神，有良好的交流与沟通能力8. 有带过团队经验者优先考虑职能类别：软件工程师举报分享,125
10000-20000/月,广东信游电子商务有限公司,高级JAVA开发工程师,"职位描述：岗位职责：1、进行项目前期的需求分析, 以及设计和开发等各项工作；2、负责进行框架设计及核心功能模块开发；3、负责解决系统性能、安全、可靠、扩展等方面的问题；4、负责Java后端重难点技术攻关；职位要求：1、本科以上学历，计算机、软件相关专业，5年以上Java开发经验；2、精通JavaEE及面向对象程序设计，对JVM、多线程、NIO等技术有深入了解；3、精通后端主流技术，包括但不限于SpringMVC/Struts, Spring, Memcached/Redis, netty/mina等。4、熟悉Web及前端技术（包括 Javascript，ajax，json，jQuery, ext等开源框架）；5、熟练掌握MySQL数据库、熟悉hadoop/hbase/spark/storm相关技术者优先；6、熟悉Linux常用命令，能独立在上面进行开发，测试和部署7、良好的沟通技能和团队合作能力职能类别：高级软件工程师软件工程师举报分享",124
10000-20000/月,成都四方伟业软件股份有限公司,售前工程师（大数据方向/Base广州）,职位描述：岗位职责：1、行业大数据产品需求调研；2、负责大数据产品的方案规划等，跟进评估产品开发的进度和用户体验；3、配合销售人员外出洽谈客户，分析客户需求，提出咨询意见，撰写项目方案；4、负责项目方案的讲解和大型项目解决方案顾问式售前支持，配合公司市场的推广。任职要求：1、全日制大学本科及以上学历，计算机相关专业；2、熟悉JAVA等常用程序开发语言和工具，熟悉基础软件，包括操作系统、数据库、中间件平台等；3、熟悉云计算、大数据的相关技术概念和基本架构，熟悉Hadoop/Spark生态系列的相应系统；4、熟悉政府等相关行业应用业务背景，具有3年以上经验积累，具有大型信息化系统建设售前支持工作经验；5、具有良好的语言表达和文字功底，良好的人际沟通能力，演讲能力；6、熟练使用WORD，EXCEL，PPT等相关办公软件，能够顺利完成解决方案编写、PPT开发等相关的文案工作；工作地址：广州及华南片区职能类别：售前/售后技术支持工程师关键字：大数据云计算电子政务举报分享,123
250000-350000/年,广州小鹏汽车科技有限公司,大数据高级工程师,职位描述：职位描述：1.负责小鹏汽车车辆大数据云平台及数据仓库的建设；2.负责海量数据的实时计算、离线计算、存储、查询；3.参与汽车数据数据的统计、分析、挖掘工作。岗位要求：1.本科及以上学历，计算机、应用数学等相关专业，2-3年以上相关工作经验，有扎实的计算机理论基础；2.熟练Java、Python服务端编程，有良好的编码习惯；3.深入理解MapReduce，熟练使用Storm、Hadoop、Spark，并阅读部分源码；4.熟练使用HDFS、Hbase、Kafka、ElasticSearch、Solr、Opentsdb；5.精通SQL，熟悉MYSQL等主流数据库；6.具备良好的学习能力、分析解决问题能力，高度的责任心和团队合作精神。职能类别：数据库工程师/管理员举报分享,122
10000-18000/月,深圳天源迪科信息技术股份有限公司,急速入职：数据分析师,"职位描述：岗位职责：1. 负责公司系统数据的整合和分析, 主导数据挖掘算法的设计和开发:2. 提取交管数据的特征, 建立交管数据模型, 进行聚类, 关联,分类分析等；3. 负责业务数据的收集、转换、存储、分析，为用户提供数据报表；4. 开发可靠、高效、准确的离线/实时计算代码；5. 建立和维护大数据基础设施，解决海量数据存储、计算的问题；6. 从数据分析业务指标和系统运行情况。职位要求1. 良好的数学功底, 建模能力和编程能力；2. 熟悉常用的机器学习模型的数学原理；3. 有丰富的大规模机器学习算法开发和应用经验；4. 熟悉hadoop生态，熟悉某个实时计算框架；5. 熟悉mysql、oracle等关系型数据库，熟悉linux系统；6. 熟练使用sql，熟悉python、java等编程语言；7. 熟悉分布式/高性能计算系统, 有map-reduce, spark，storm等开发经验优先；8. 有交通行业数据开发、数据分析经验优先;9.具有分布式系统、web开发经验优先。职能类别：产品经理/主管需求工程师关键字：数据分析举报分享",117
15000-19999/月,北明软件有限公司,大数据产品经理,"职位描述：职位描述：1、负责带领团队开展数据挖掘及数据分析工作；2、负责与客户沟通合作，将数据挖掘成果应用于实际业务；3、负责带领团队进行数据挖掘和分析在大数据平台的实施；岗位职责：1、负责大数据平台（Hadoop或Spark）的规划、设计与实施管理；2、跟踪、分析、挖掘产品的客户需求，并能结合公司整体的业务规划，进行需求评估；3、研究和规划商业应用产品的功能、服务及所需的业务流程，把握产品定位；4、参与年度规划，制定大数据产品的短期及长期发展规划，持续改善产品及功能。任职要求:1、大学本科学历以上，3年以上工作经验，计算机、数学、统计学相关专业；2、负责设计过数据分析、数据挖掘、数据可视化、在线数据相关产品或项目经验；3、具有深入的 商业智能 或者 数据挖掘工作经验，在以上相关行业工作2年以上4、熟悉hadoop/hive/spark/storm/elasticsearch/redis/hbase/kafka/flume中的一个或多个，并有实战经验5、追求高品质产品的精神与热情，对行业动态有足够洞察力及敏锐度；6、具有优秀的表达、沟通与协调能力、团队合作精神、保密意识。公司福利：1.带薪年假、周末双休、节日礼品、休国家法定节假日；2.午餐补助、电脑补助、每年免费体检，年度集体旅游，优秀员工国外游；3.五险一金、班车接送。公司地址：广州市天河区高唐软件园思成路1号北明软件大楼7-8层乘车指引：1.思成路站（北明软件大楼正前方）——78A,320,901A2.软件路站（步行2-3分钟到北明软件大楼）——355,494A,494,497,581,774,776,902,903,B26,B4快线,B4班车路线1：地铁体育西路D出口→岗顶地铁站→华景新城（华润万佳）→天河公园正门→学院（广海大厦）→棠下→地铁黄村站E出口→公司班车路线2：车陂BRT（雅景大广场）→东圃商业大厦（交通银行）→黄村BRT→东圃客运站→大观南路→公司应聘方式：邮件主题以“姓名-应聘岗位”格式发送到hr-gz@bmsoft.com.cn，或直接通过前程无忧招聘系统投递。职能类别：产品经理/主管举报分享",172
8000-9999/月,广州天源迪科信息技术有限公司,大数据平台架构师,职位描述：岗位职责：1、负责面向电信等领域的企业（但不限于）大数据平台、大数据应用等系统的架构设计、技术规划、技术选型；2、跟进业界大数据技术发展动态，匹配目标客户业务诉求，制定大数据平台及技术策略，识别关键技术并完成技术验证；3、支撑完成项目整体解决方案技术架构的设计及重要客户的交流；4、负责指导研发完成大数据产品的开发。招聘要求：1、熟悉BI和大数据领域的解决方案，具备该领域全面的技术积累，包括报表平台，OLAP引擎和DB，ETL，数据仓库建模和设计，海量分布式数据处理分析架构；2、在大数据处理和分析领域具有3年或者以上的技术规划、架构设计经验，并有成功的项目实践；3、5年以上Hadoop/SPARK实战经验；熟悉Hadoop底层文件系统及分布式计算框架，具备传统数据仓库、MPP、Hadoop等混搭平台架构的设计能力和数据建模能力，对大规模数据并行计算、传输、处理等有丰富的经验；4、有实际应用Redis、storm、spark、flume、kafka等项目经验；5、本科及以上学历，统计学，数学、计算机等相关专业。其他：1、具备良好的沟通能力和自我学习能力；2、能够积极主动的探索新技术方向；3、具备搜索引擎、电商、社交网络、云平台的开发、运维经验者优先。职能类别：其他举报分享,116
100000-300000/年,中移互联网有限公司,产品研发（邮箱）,职位描述：岗位职责:1、负责139企业邮箱各功能模块的架构设计、评审、维护、服务框架保障、核心服务监控；2、负责139企业邮箱产品研发团队的技术管理；3、负责139企业服务大数据能力平台建设及分析。【专业与经验】1、计算机相关专业；2、3年及以上IT系统管理相关工作经验。【能力素质】1、有过Andriod/IOS/微信公众号任一开发经验优先2、熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算中一项或多项技术，并具备多年的实际工作经验3、有hadoop项目设计及研发经验，熟悉hive、hbase、storm、mahout、flume4、熟悉Spark计算框架、Kafka框架，具备实际项目设计或开发经验5、熟悉java/shell/python编程中一种，熟练使用eclipse；6、熟悉主流关系型数据库（MySql）、NoSql数据库，熟悉pl/sql编程职能类别：系统架构设计师举报分享,170
10000-16000/月,南方都市报 并读APP,设计师（大数据产品设计方向）,职位描述：岗位职责：1.参与公司大数据用户画像产品规划；2.负责大数据用户画像产品相关设计图制作。任职要求:1.大数据产品设计相关经验1年以上；2.熟悉大数据产品设计流程；3.熟悉大数据整体架构与运用；4.熟悉Spark、Hardoop、HBase基本运作流程；5.基本基本设计能力，熟悉Photoshop，熟悉互联网设计流程与特性。公司福利节选：* 一周五天弹性工作制；* 入职即购买五险（养老、工伤、生育、失业、医疗），一金（住房公积金）；* 提供行业内具有竞争力的薪资；* 员工饭堂一日三餐供您选择；* 带薪年假；* 公司定期组织丰富的员工活动。职能类别：平面设计师数据库工程师/管理员举报分享,171
10000-14999/月,广州市天威电子科技有限公司,C#研发经理,"职位描述：岗位职责：1、负责核心技术问题的攻关，系统优化，持续提升系统的稳定性2、负责技术架构选型，负责核心功能的架构与代码模板编写，开发与维护系统公用核心模块。3、负责系统数据结构设计、功能模块设计、对外接口设计。4、参与代码开发规范，技术标准的制定，审核开发人员的系统设计和代码质量。任职要求：五年以上C#程序开发经验1、精通常用设计模式和主流设计工具，能进行系统建模、总体设计。在高性能，高稳定性系统设计，开发和调优方面有实际经验。2、精通c#互联网系统开发。3、最少精通MySql，MsSql，Oracle 中的一种数据库，熟悉常用的解决数据库负载的方法。4、对技术有强烈的兴趣，喜欢钻研，具有良好的学习能力。5、有丰富的研发团队管理经验，具有良好的沟通能力，良好的团队协作精神。公司属于客流产品大数据行业，有hadoop,spark方向钻研精神优先。有安卓、IOS、Html5开发经验优先考虑。职能类别：高级软件工程师关键字：高级软件工程师软件工程师研发工程师举报分享",169
12000-20000/月,深圳市中讯合创科技有限公司,大数据,职位描述：岗位职责：1、根据实际项目需求，完成大数据创新项目的研究和原型开发；2、为公司的业务应用数据存储提供基本方案；3、设计和规划Hadoop集群，提升集群高可用性、高性能和高扩展特性；4、为现有的大数据业务提供hadoop架构方案；5、能通过流处理框架如storm、spark提供实时数据处理；6、能使用Elasticsearch提供垂直搜索6、建并运维Hadoop HBase Spark Elasticsearch，通过java编写其数据处理，并调整集群参数，优化集群硬件分配，调优集群性能。任职要求：1、有大流量网站后台管理系统开发经验优先；2、有大数据处理经验；熟练使用各种数据库者优先；3、熟悉Hadoop技术体系，有hadoop计算集群在实际项目上的开发和维护经验；4、对数据敏感、对新技术敏感，具有良好的系统分析、架构设计能力；5、个性开朗，对技术钻研好学、逻辑思维能力强，沟通能力优秀，有团队合作精神；6、能承受较大的工作压力。职能类别：高级软件工程师举报分享,151
10000-14999/月,广东港鑫科技有限公司,数据开发工程师,"职位描述：岗位职责：1、 负责数据分析工具平台的设计和研发；2、 开发及维护公司HADOOP, Spark等相关大数据处理集群；3、 负责公司业务数据的分析挖掘、预测。职位要求：1、 对大数据处理和数据分析挖掘有浓厚的兴趣；2、 拥有海量数据处理和并行计算开发2年以上经验，有作品的优先；3、熟悉Hadoop，storm，spark，HBase等分布式系统，有开发相关功能的优  先，掌握HADOOP，SPARK集群维护相关知识。4、 精通Java，至少3年以上开发经验，对数据结构和数据统计分析算法有较为深刻理解；5、有较好的应用系统设计和开发经验，具有大型数据分析系统开发经验者优先；6、 熟悉数据库和数据仓库，有一定数据建模能力；7、 良好的沟通能力、团队精神和服务意识；8、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，对数据敏感，能够发现关键数据、发现关键问题；9、具有强烈的上进心和求知欲，优秀的自主学习能力，自我管理能力。职能类别：其他举报分享",115
15000-25000/月,广州市莱誉企业管理顾问有限公司,Hadoop高级工程师,"职位描述：3年以上软件开发经验，其中Hadoop实际项目经验不低于2年，熟悉Java开发语言；有Hadoop的配置，开发和维护实际经验，掌握HDFS， MapReduce,  Hive,  HBase,  Pig,  Sqoop,  Flume,  SPARK,  STORM 等相关技术；熟悉数据库的设计和开发原理，有其他非关系型数据库开发经验优先；有海量数据ETL经验，对海量数据性能调优有自己的心得和成功经验。职能类别：高级软件工程师数据库工程师/管理员举报分享",193
10000-20000/月,天地融科技股份有限公司,高级软件工程师-Hadoop,"职位描述：工作职责1. 负责大数据平台的实现，数据模型的实现；2. 参与项目需求调研，系统架构设计、技术方案设计、系统项目实施决策；3. 负责关键技术攻关，解决系统设计中存在的技术难题任职要求1. 本科及以上学历，计算机、数学等相关专业；2. 了解主流开源大数据产品,如hadoop、HBase、Spark、Impala等；熟悉数据仓库、Nosql等技术；3. 具备3年以上大数据平台架构、数据仓库的实施经验；4. 对内存数据库、分布式数据库、分布式文件系统、规则引擎有实践经验；5. 对并行有实践经验；6. 在开源社群活跃并有积极贡献者优先；工作地点可选择广州或者珠海职能类别：高级软件工程师关键字：大数据Hadoop举报分享",200
,北京神州绿盟信息安全科技股份有限...,数据分析研究员（广州）,"职位描述：工作职责：1.互联网基础数据(netflow,dns,流量等)和产品日志的收集与分析；2.安全事件的追踪与分析（网络数据分析和样本分析）。职位要求：1.硕士以上学历，信息安全、计算机科学或计算机网络等相关方向，在数据分析、人工智能、机器学习等相关领域发表过高水平论文优先；2.熟悉scala/java/python/R等编程语言；3.熟悉linux平台上的开发技能；4.熟悉spark/hadoop/elk等大数据处理平台技术；5.熟悉netflow/tcpip/dpi/dns等网络技术；6.了解样本分析/数据挖掘技术者优先考虑；有数据挖掘经验(spark mlib/R packages/scikit-learn)者优先考虑；了解网络安全，熟悉各类安全产品者优先考虑；了解若干主流分布式计算和图计算者优先考虑。职能类别：高级软件工程师举报分享",191
15000+ /月,广州杰赛科技股份有限公司,高级数据挖掘工程师,职位描述：【岗位要求】1、本科以上学历，熟悉聚类、分类、回归、预测等算法，对常见的核心算法理解透彻，有实际建模经验；2、具有扎实的计算机操作系统、数据结构等编程基础，精通至少一门编程语言例c++/python/JAVA/R；3、熟悉Map-Reduce模型，对Hadoop/Spark/Storm等大规模数据存储与运算平台有实践经验；4、有移动通信行业经验者优先【岗位职责】1、结合业务对移动通信行业多种海量数据进行深度诊断性组合分析、挖掘分析，支撑网络规划优化运维；2、负责算法及实现。职能类别：数据库工程师/管理员关键字：通信行业c++举报分享,199
10000-14999/月,广州银汉科技有限公司,数据平台高级开发工程师,"职位描述：岗位职责：1、负责参与BI系统（数据平台）的详细设计、代码编写和单元测试；2、负责公司产品的维护、升级。任职要求：1、计算机及其相关专业，本科及以上学历，从事过pentaho或者其他BI平台开发优先；2、精通Java，熟悉J2EE架构, 熟悉Struts、hibernate、Spring等常用开发框架；3、熟悉HTML/CSS/JavaScript, 熟悉tomcat、jboss、resin 等web server；4、熟悉MySQL、SQLserver或Oracle数据库；5、熟悉数据ETL原理和工具，有Hadoop/Spark/Storm等开发经验者优先。职能类别：软件工程师高级软件工程师举报分享",168
15000-30000/月,广州神算子教育科技有限公司,算法工程师,"职位描述：算法工程师 - 在线教育领域（广州）岗位职责1.自适应学习算法研究与实现2.学情诊断与评价3.试题相关图像识别与分析技能要求1.熟悉C/C++/JAVA/PYTHON语言中一种，对数据结构和算法设计有深刻的理解2.扎实的数学基础，理解常用算法原理，能够阅读论文进行算法研究3.熟推荐系统、悉搜索算法、、机器学习、图像处理中一项或多项技术4.有海量数据处理和并行计算开发经验，熟悉Hadoop、Storm、Spark等技术优先5.良好的业务理解与建模能力，能够快速学习新领域6.良好的团队合作精神，较强的沟通能力和钻研能力神算子是一家立志于“让创新人才成为主流”的互联网教育科技公司。产品专注于K12领域，做老师最给力的教学辅助利器，通过大数据和人工智能，让孩子有效率地提高成绩。创始人朱挺09年加入UC，13年担任UC浏览器总经理，曾带过千人团队，做过日活过亿的产品，极强的带业务、带团队能力和资源整合能力。CTO为前阿里巴巴技术总监，极强的全栈技术能力与带团队能力,带过4个10人以上的技术团队，培养出较多核心的研发同学。前期融资只花10分钟轻松搞定，且投资人都有成功创立知名互联网企业的经历。目前产研团队来自于阿里UC，腾讯，百度等知名企业，教研团队来自于广州市教研中心，精英化策略，欢迎牛人加入。更多了解：http://baike.baidu.com/item/%E6%9C%B1%E6%8C%BA/19199777#viewPageContenthttps://zhuanlan.zhihu.com/p/20735094?refer=c_29892978职能类别：高级软件工程师互联网软件开发工程师关键字：算法神经网络机器学习推荐系统举报分享",192
8000-15000/月,广州百德纳软件技术有限公司,Java高级软件工程师（产品开发）,"职位描述：1、计算机及相关专业本科以上学历，3年以上JAVA编程经验，精通面向对象开发方法和设计模式，逻辑思维能力较强，思路清晰;2、能够熟练使用JAVA相关技术(mybaits, Spring, SpringMvc, maven)进行独立开发3、精通JAVA多线程、并发、线程安全, TCP/IP协议；4、熟悉大型的关系数据库，能编写数据分析及查询类SQL语句。5、精通hadoop或者Spark，有真实项目经验6、了解一种或者多种非关系型数据库，如MongoDB。7、有较好的英语读写能力优先。福利待遇：* 工资奖金：高于业内水平的薪资；* 社会保险：我们提供五险一金；* 带薪年假：享受国家规定的带薪年休假；* 上班时间：实行5天8小时工作制，并按照国家规定实行假期制度；* 免费茶点：为员工提供各类点心、咖啡、饮料；* 其他福利：年度免费体检、年度大旅游、午休体育时间、出国培训的机会；职能类别：高级软件工程师软件工程师举报分享",196
4000-8000/月,广州名能节能科技有限公司,Java开发工程师,职位描述：Java开发工程师职位职责:手机应用/微信公众号/其它终端应用的后端服务接口的开发手机端HTML5页面开发任职要求：扎实的java编程基础；深入理解Spring/Spark等一种以上web开发框架；2年以上Java后端服务系统开发经验，有手机应用服务接口开发经验优先；熟练HTML/HTML5，CSS，熟悉javaScript、Ajax、jQuery；熟练应用MySQL，有NoSQL应用经验优先；对技术有强烈的求知欲，有较强的学习能力与执行力；能承担较大工作压力，具备良好的沟通能力和团队合作精神；思路清晰，快速的学习能力，良好的英文资料阅读能力。学历要求：本科+工作经验：软件开发2年+职能类别：软件工程师举报分享,194
6000-7999/月,广州达咖信息科技有限公司,数据挖掘工程师,"职位描述：岗位职责：负责娱乐大数据的挖掘、处理、存储和分析；构建娱乐粉丝大数据模型，并进行商业应用；负责明星粉丝和公众号用户画像；负责微信开发平台poi数据融合和挖掘。岗位要求：1、计算机、模式识别、数据挖掘或相关专业本科以上学历，3年以上相关工作经验2、精通 Java，熟悉Linux 系统,有高并发、网络通讯、海量数据存储等相关的开发经验；3、深入理解MapReduce原理，熟悉 HBase等类Big Table海量存储系统；4、熟练使用Storm、Hadoop、Spark，对源代码有研究者优先；5、熟悉常见机器学习算法，如gbdt、lr、svm、random forest等， 对至少一种算法理解深刻，有实际建模经验和并行化的经验者优先；6.良好的分析问题和解决问题的能力，以及沟通能力和快速学习能力,责任感强，有团队合作意识，能适应快节奏、有一定压力的工作环境；职能类别：其他关键字：数据挖掘数据分析数据处理数据应用数据分析师举报分享",190
6000-12000/月,广州市骑鹅游信息技术咨询服务有限...,Java工程师,"职位描述：岗位职责：1、负责相关产品WEB端及后台研发；2、负责Linux下面的Java以及数据库方面开发，要求开发的系统具有高性能和高可靠性；3、参与平台架构设计。职位要求：1. 本科以上学历，计算机相关专业，有Java编程的相关经验。2. 熟悉MVC架构，使用过Spring或Play等主流开发构架3. 熟悉Linux开发环境，熟悉Linux命令，会编写基本的Shell脚本4. 熟悉关系型数据库相关知识，熟悉SQL语言，有Hibernate的程序开发经验都优先5. 有分布式系统、内存管理、网络通信和多线程并发技术等开发经验都优先6. 了解大数据相关技术（Spark, Hadoop, Cassandra, Kafka等）者优先。了解Apache常用开源项目（Solr, ElasticSearch, Redis, Apache Storm, Hazelcast, Logstash, Kibana, Gemfire）者优先7. 良好的学习和沟通能力，责任心强。职能类别：软件工程师关键字：javajava开发软件开发软件工程师举报分享",198
8000-15000/月,广州昊达信息科技有限公司,大数据开发工程师,职位描述：职位描述：1、利用统计分析、机器学习等方法建立数据模型，解决个人与企业金融行为特点分析，发现与监控违法违规行为；2、根据业务和产品情况对数据模型进行设计和开发，对数据模型进行优化；3、负责业务需求的需求理解、数据开发，提供面向业务的数据服务；职位要求：1、计算机相关专业本科以上学历，2年以上数据挖掘研发经验；2、至少做过一个完整的自然语言处理或者分析挖掘模型项目，比如：文本分类、相关性挖掘、行为挖掘、规则挖掘等等；熟悉常用的统计分析及挖掘工具，深入理解分析方法，进行业务建模、变量分析、数据探索、模型建立预测等3、至少熟悉一门开发语言，比如：熟悉java，Scala，Python，R4、熟悉使用MapReduce或Spark，并能进行相关开发优选考虑5、有Hadoop集群的搭建、维护和优化经验；6、做事积极主动，具有高度的责任感与团队合作精神，主动学习新技术，有良好的沟通能力。职能类别：数据库工程师/管理员举报分享,197
5000-8000/月,铂涛集团,ETL开发工程师（优秀应届毕业生）,职位描述：职位描述工作职责：（1）协助负责公司数据仓库项目/大数据项目的ETL梳理，开发，调度，维护工作。（2）协助负责搭建数据仓库项目/大数据项目的数据模型。任职要求：（1）全日制本科及以上学历，对互联网数据开发有浓厚的兴趣。（2）精通sql。至少熟练Oracle、MySQL、SQL Server其中一项数据库开发与运维工作。（3）精通至少一种ETL工具，精通kettle优先。（4）熟悉数据仓库生命周期。（5）有DBA经验优先。（6）有大数据开发经验，熟悉nosql，hadoop，hive，spark优先。职能类别：数据库工程师/管理员关键字：kettlemysqlhadoophivehbase举报分享,195
4500-5999/月,联合众思云医疗科技股份有限公司,大数据算法工程师,职位描述：职位描述：岗位职责：1、根据产品、数据及业务需求，设计相关数据应用层模型及算法，从事公司业务领域算法的开发工作；2、负责对已有算法的实用化和优化工作；3、根据需求开发实现基于大数据的处理算法。4、通过分析与挖掘进行相关业务分析，建立相应的业务分析模型和挖掘路径，为企业价值挖掘与结构性市场策略制定提供数据支持任职要求：1、计算机、统计学、计量经济学、数学或者医疗信息化等相关专业本科及以上学历；2、三年以上工作经验，有扎实的数据结构和算法功底；扎实的统计学、数据挖掘、机器学习理论基础，能够利用高等数学知识推演高维数学模型。2、熟悉聚类、分类、回归、图模型等机器学习算法，对常见的核心算法理解透彻，有实际建模经验；3、具有扎实的计算机操作系统、数据结构等编程基础，熟练使用Java/R/C++/Python（任选其一）分析开发语言；4、深入理解Map-Reduce模型，对Hadoop、Spark、Storm等大规模数据存储与运算平台有实践经验；5、熟悉常用数据挖掘、机器学习算法，如决策树、聚类、逻辑回归、关联分析、SVM、神经网络、boosting等，有海量数据挖掘的项目经验；熟悉时间序列模型、回归分析模型、聚类挖掘、关联规则挖掘等数据统计模型和挖掘技术，并有独立完整的建模实践工程经验；6、熟练使用hadoop/Spark等大数据处理工具，精通数学和统计（建模，统计，分析，数学），优秀的数据分析及解决问题能力；7、有医疗信息化工作经验，熟悉HIS、LIS、EMR、BI等医院主流模块的业务流和数据流者优先考虑。备注：此职位在天河区上班职能类别：算法工程师数据库工程师/管理员举报分享,189
15000-19999/月,广州基正投资有限公司,技术经理,"职位描述：岗位职责:1、带领团队负责核心关键技术研发及技术预研，负责编写核心代码实现产品功能模块；2、参与公司产品需求评审，架构设计、功能设计及系统评估，代码评审及进度控制及跟踪，编写相关文档；3、解决产品可能出现的功能、性能、稳定性问题，组织并参与技术方案、设计评审；4、负责项目团队的建设和管理，包括工作分配、指导培训、检查监督等。任职要求:1、五年或以上软件开发经验，三年及以上大型互联网项目架构设计、技术管理指导或实施项目管理工作经验；2、全日制普通高等院校计算机及相关专业本科及以上学历；3、熟练掌握移动互联网及web网站开发项目技术架构，熟练掌握各种设计模式，熟悉网站测试技术及网站产品质量控制；4、精通spring,JAVA多线程编程；精通MangoDB、postgreSQL等数据库，精通hadoop/spark等大数据环境集群计算系统。熟练使用Maven，SVN，intelij Idea等开发管理工具.职能类别：软件工程师关键字：软件技术开发举报分享",187
10000-14999/月,高新兴科技集团股份有限公司,数据分析师（研发中心）,职位描述：1.三年以上数据建模分析经验；2.熟悉常用的数据挖掘算法、常用的分析模型；3.熟悉Java开发语言，了解主流的数据挖掘编程语言；4.有大数据分析经验、熟悉大数据处理技术（MapReduce、Spark等）优先；5.有平安城市、智能交通、智慧城市行业经验优先；岗位职责：1.参与智慧城市各类后台服务和应用系统的关键技术研究、方案设计；2.负责智慧城市各类后台服务和应用系统的详细设计、开发、测试、文档编写；职能类别：软件工程师关键字：智慧城市数据挖掘机器学习HadoopSparkR语言举报分享,188
6000-12000/月,金蝶医疗软件科技有限公司,大数据开发工程师,职位描述：岗位职责:1、参与大数据平台的搭建、开发和维护工作；2、负责大数据采集、清洗、整合等工作；3、负责大数据平台文本挖掘分析等工作；4、负责BI以及报表开发；5、参与新技术选型和调研，解决不断增长的海量数据带来的存储和计算挑战。任职资格:1、本科以上学历，计算机、信息管理等相关专业；2、深厚的Java功底，3年及以上的并发编程经验，参与过分布式高性能服务的设计开发过程，有大规模分布式系统的实践经验；3、熟悉hadoop/kafka/flume/storm/spark/zookeeper等相关技术；4、熟悉常见数据库如oracle/mysql，有Nosql数据库如mongoDb等经验者优先；5、熟悉redis或memcache者优先；6、对于分布式系统有一定了解，有海量数据处理经验；7、具备较强学习能力，良好的沟通能力和团队合作意识。职能类别：高级软件工程师举报分享,186
80000-110000/年,天翼爱音乐文化科技有限公司,运维工程师,"职位描述：1.参与系统平台的建设实施；2.参与技术项目实施与部署；3.参与系统平台调优与日常运维保障；4.完成上级部门交办的任务。任职资格：1. 数学、计算机、通信或相关专业，本科或以上学历；2. 英语4级或以上，良好阅读能力；3. 了解Linux系统日常操作以及shell脚本编程；4. 掌握计算机网络的基本原理；5. 掌握C++、Java、PHP等至少一种编程语言,或者Ruby或Python等至少一种常用动态语言；6.具有良好的规范格式文档编写习惯；7.勤奋努力，积极开朗，主动沟通；8、了解大规模数据分析相关技术，例如Hadoop、MapReduce、Hive、Spark等优先.注：本岗位只针对2017年应届毕业生。职能类别：技术支持/维护工程师举报分享",185
30-40万/年,UC优视（UC浏览器）,数据研发leader（实时方向）,职位描述：岗位描述：1、根据业务需求，进行实时类数据采集及计算；2、实时计算架构的技术预演及优化，参与通用实时计算框架的架构设计；3、负责数据开发相关业务设计和开发工作。3、负责总体数据基础平台的技术规划、实施、培养数据开发技术团队、实时计算架构设计等；4、负责解决、攻克数据基础平台组的核心技术难题。岗位要求：1、计算机或相关专业本科以上学历；2、5年以上Java/C++开发经验，精通性能调优，熟悉分布式开发，2年以上相关团队管理经验；3、具备扎实的数据结构及算法功底，具备大型系统架构经验，BAT互联网相关从业经验优先考虑；4、熟悉大数据相关技术，具备Spark或Storm开发经验；5、性格积极乐观，诚信，有较强的语言表达能力；6、具备强烈的进取心、求知欲及团队合作精神；职能类别：高级软件工程师举报分享,182
