salary,company,jobname,jobcont,jobid
8000-20000/月,广州幽联信息技术有限公司,python开发工程师  B,职位描述：1、懂数据库sqlserver mysql2、懂python socket 爬虫3、网页开发懂bottle tornado webservice4、有数据协议解析经验5、必须要有想法多多益善6、能主动并勇于且善于发现解决问题7、知识全面8、善于学习新东西9、负责同类岗位的在校实习生管理10、有志于从事人工智能行业职能类别：技术支持/维护工程师关键字：python举报分享,4
6000-7999/月,广州纽诺教育科技有限公司,Python工程师（双休，五险一金）,职位描述：【岗位职责】1、参与产品需求讨论，参与系统设计；2、参与系统开发与维护；3、参与系统测试（主要是性能与压力方面）。【岗位要求】1、一年以上的Python实际开发经验，理解Python哲学，有良好的编程习惯；2、熟悉至少1个Python框架，例如Flask/Django/Pyramid等；3、参与过Web项目的设计、开发、测试，了解软件工程过程；4、了解Memcache或者Redis，且有实战经验；5、熟练使用MySQL和SQLite，掌握常用的SQL优化技能；6、了解Linux，知道WSGI，熟悉WSGI项目的部署;7、自我驱动的学习和工作习惯，对未知技术和领域能快速掌握并实践；8、有线上项目可以演示。职能类别：互联网软件开发工程师网站架构设计师关键字：互联网软件开发工程师互联网软件开发举报分享,25
8000-9999/月,广州市邦富软件有限公司,Python软件工程师,职位描述：1、 根据产品需求，按时完成指定模块的设计与开发。2、 对原有产品进行扩展，并对其进行优化及维护。任职资格:1、 1年以上Python相关开发经验，具有Django 经验者优先。2、 至少开发过一个3个月以上开发周期的Python项目。3、 熟悉Linux及MongoDB优先。4、 具有优秀的团队合作和沟通协作能力，积极上进，学习能力强，理解能力和接受能力好，能承受较大工作压力。公司福利待遇：1、薪酬福利：绩效奖金、五险一金、项目个人（团队）突出贡献奖等。2、工作时间：五天制工作日，8小时/天。3、享受国家法定假期及带薪年假。4、良好的企业文化氛围、融洽的合作团队及温馨的办公环境。5、提供更高更宽的职业平台，广阔的个人发展空间。职能类别：软件工程师举报分享,11
20000-24999/月,广州智干电子商务有限公司,爬虫工程师 Python/Java,职位描述：感谢您看到这个岗位，我们是一家跨境电商（出口）的企业，致力于将“中国创造”走进全球千家万户。这个岗位是我们的核心岗位，由公司创始团队亲自面试。我们的核心团队大多毕业于重点院校的本科、硕士，欢迎加入我们团队，加速共创未来。岗位职责：1、负责分布式爬虫和数据采集系统的架构设计和开发；2、负责分布式爬虫模块服务架构和数据存储架构的设计和研发；3、解决复杂网页及反爬限制等问题，并提升数据挖掘的效率和质量；4、参与公司数据仓库的设计，对其他部门提供数据服务；5、如您还能处理一定的数据清洗、服务器运维工作更佳。任职要求：1、数学、统计、计算机等相关专业本科以上；2、有2年以上爬虫开发经验，至少精通Python/Java其中一种语言进行数据挖掘；3、精通多线程、多进程、网络通信、代理IP等相关知识，熟悉Mysql；4、诚实守信，具有良好的团队协作精神，充满正能量；5、学习能力强，能够迅速掌握与业务有关的各种知识，适应电商的快节奏。福利待遇：1、优厚的薪酬及清晰的晋升通道，给您广阔的个人发展空间；2、公司为其购买社会保险及住房公积金(五险一金)；3、按国家法定节假日放假，在公司服务满一年起享有带薪年休假，并根据工作年限增加；4、每年为员工提供一次高水平服务的全面体检(爱康国宾等)；5、公司团队年轻，经常组织交流分享会，如读书会、电影交流等；6、公司为各部门提供素质拓展训练，年度旅游，外出培训的机会；7、为了丰富员工生活，保持健康活力，公司内运动协会定期组织体育活动(广州体育馆)；8、公司根据年度整体效益，为做出贡献的优秀员工发放年末红包进行奖励。工作时间：工作日时间9:00-18:00(中午12:00-13:30休息)单双周上班，单休的周六10:00-17:00(中午12:00-13:30休息)工作地点：广州市白云区黄石东路大塘大街COCO大院文化产业创意园（近江夏、安华灯饰城）整个团队层级扁平，简单高效。能力表现优异，业绩突出者，很容易脱颖而出，对于工作中反应问题解决速度快。对于每个岗位的晋升有着清晰的定位，核心岗位都有机会纳入公司人才库，根据工作业绩和表现发放公司股票期权。职能类别：软件工程师算法工程师关键字：数据挖掘爬虫数据分析抓取软件工程师网络爬虫举报分享,50
8-12/月,广州市两棵树网络科技有限公司,python工程师,职位描述：岗位职责：1、根据公司发展要求，进行Web项目开发及维护；2、跟踪了解产品及技术的发展，不断完善产品；3、收集用户反馈，分析用户行为及需求，对产品进行持续的优化和改进；任职要求：1、2年以上开发经验，熟悉Python语言，使用过django架构；2、拥有良好的代码、文件组织习惯，能够承担一定的工作压力；3、对技术有热情，经常关注新技术趋势；职能类别：ERP技术开发关键字：pythonERPdjangoWeb项目举报分享,49
4500-5999/月,广州市虹联信息技术有限公司,python开发工程师,职位描述：职位描述：1.参与无线方案相关的业务分析和设计2. 参与和协助完成基于Python及相关框架的后台项目开发和维护工作；3. 参与和协助完成使用Python语言为主的各种技术研究性质的工作；4. 参与和协助云平台的构建；5.独立、协作完成重要模块的设计；职位要求：1. 计算机相关专业者优先，良好的英文读写能力；2. 熟悉Python语言编程及常用模块，熟悉 python 中多线程、多进程及网络开发等模块；3. 熟悉Linux开发环境和操作系统；4. 熟悉Linux操作系统原理、HTTP协议、路由交换原理。5. 很好的学习沟通能力，具备较强的独立解决问题的能力和团队协作精神，自我驱动，能够快速掌握新技术并拓展。职能类别：软件工程师关键字：python研发软件开发举报分享,22
6000-7999/月,广州市智慧农业服务有限公司,Python开发工程师,职位描述：岗位职责：1.负责自动化脚本和数据抓取脚的本开发和维护。2.编写相应的技术开发文档。3.进行源代码的单元测试和质量控制。任职要求：1、本科或以上学历，2年以上互联网应用开发工作经验。2、精通Python，至少1年开发经验。3、有分布式应用开发经验。4、有JAVA优先考虑。优秀的应届毕业生亦可。职能类别：软件工程师互联网软件开发工程师关键字：Python工程师软件举报分享,24
8000-15000/月,广州融源信息科技有限公司,Python工程师,职位描述：一、岗位职责：1、负责网络爬虫的核心技术研究和开发；2、负责日常网络数据抓取需求的实现及采集数据的质量监控；3、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；4、分析爬虫系统的技术缺陷，对策略架构做出合理地调整和改进。岗位要求：1、具有本科以及以上学历，计算机相关专业，1年以上数据抓取经验；2、精通Python语言，有丰富的编程经验；3、熟悉多线程、网络编程，精通网页抓取原理及技术，精通正则表达式，能从结构化的和非结构化的数据中获取信息；4、熟悉爬虫、种子、去重、提取、过滤、分发、DNS cache、异步处理等概念和过程；5、具备信息检索、web挖掘等搜索引擎相关知识，有从事网络爬虫、网页去重、网页信息抓取、网页分类中任一种程序开发经验；6、了解搜索和爬虫开源软件的一种或多种，以及相关原理；7、有互联网舆情数据挖掘工作经验者优先。职能类别：软件工程师关键字：python爬虫举报分享,23
8000-15000/月,广州市恒粤信息科技有限公司,Python高级软件工程师,职位描述：1. 负责公司OpenERP/Odoo产品需求分析、设计和开发；2. 负责OpenERP/OdooOdoo系统的二次开发和实施团队管理；3. 负责设计文档及培训资料的编写；4. 开发内部系统和新系统功能模块；5. 参与负责公司OpenERP/Odoo产品需求分析、设计和开发；6. 对前瞻技术研究，站在用户体验角度提出产品改善意见；7. 负责人员培训工作，包括项目的知识、技术和技能培训。注：该岗位须有Python或OpenERP/Odoo工作经验的，如无请非诚勿扰，谢谢。任职要求：1. 2-3年以上Python开发经验 大专及以上；2. 熟悉OpenERP/Odoo，两个以上成功的OE项目案例；3. 精通Python语言，对java语言有一定的了解；4. 熟悉JavaScript、Linux操作系统，、Shell脚本语言、PostgreSQL数据库、编写sql语句；5. 掌握OpenERP/Odoo相关技术并能熟练进行二次开发；6. 熟悉面向对象；7. 有HTML5开发经验和Python图形图像开发经验者优先；8. 有大规模高并发访问的服务集群架构设计和开发经验者优先；9. 有较强的自学能力和技术公关能力。福利待遇：1、公平的加薪机会和丰厚的年终奖、购买社保；2、享受国家规定的法定节假日（年假、婚假、产假、、、）和节日福利；3、公司实行5天7.5小时工作制（周末双休）；4、每年1-2次的外出旅游和丰富的员工活动；5、丰富、持续的专业技术培训；6、温馨的办公配套设施：电冰箱、微波炉、饮水机等等应有尽有；7、优秀员工将有机会获得公司的股份分红，和公司一起分享快速成长的价值。职能类别：ERP技术开发ERP实施顾问关键字：工程师举报分享,47
10000-15000/月,广州摩翼信息科技有限公司,python 软件工程师（桌面软件）,职位描述：岗位职责：1、参与项目的需求分析；2、负责模块的设计、编码、测试以及相关文档的编写；3、参与系统稳定性、性能和扩展性设计和测试。任职要求：1、本科及本科以上学历；2、学习能力强，习惯阅读英文技术文档；3、至少有一年的工作python GUI经验；4、富有团队合作精神，乐于接受挑战，能承受工作压力；5、熟悉PyQt/WxPython中至少一种；6、熟悉版本控制系统，如SVN、Git。职能类别：软件工程师举报分享,44
8000-15000/月,广州机智云物联网科技有限公司,Python工程师,职位描述：职位说明：1.负责公司 Web 项目以及 REST API 的开发；2.完成数据统计与分析的工作。任职要求：1. 精通 Linux 下 Python Web 开发，有 Django 开发经验优先，有 REST API 开发经验优先；2. 熟悉 MySQL，有 MongoDB 经验优先；3. 熟悉 Web 前端（HTML/CSS/JS），有 jQuery/Bootstrap 经验优先；4. 有除 Python 外，任一主流语言开发经验（C/C++/C#/Java/PHP等）；5. 有自己的上线 Web 作品经验优先；6. 有 git 使用经验优先；7. 有第三方开放平台 API （如果微博/微信/百度等）使用经验优先；8.本职位设置实习岗，欢迎2017年毕业的优秀实习生应聘。职能类别：软件工程师关键字：PythonWebLinusMongoDBjQueryBootstrap带薪年假加班补助周末双休节日福利实习举报分享,43
7000-12000/月,广州市昊恒信息科技有限公司,python 开发工程师,职位描述：岗位职责：1、能够独立完成设计、编码、测试2、按计划完成新需求的迭代开发3、熟练掌握python语言的开发调试工具4、根据软件工程规范编写相应软件开发文档任职要求：1、1-2年相关工作经验2、熟悉Python语言3、熟悉常用算法和数据结构4、熟悉html、css、js、bootstrap、ajax等前端技术5、至少使用过mysql、mongodb、redis等数据库的一种6、有较强的分析问题和解决问题的能力7、有责任心，良好的团队合作精神，积极上进，能够接受未来的挑战8、具备基本的英语阅读能力具备以下条件的优先：1、熟悉linux操作系统2、熟悉tornado、flask等web框架3、有C/C++编程经验4、熟悉常用的版本控制软件，如SVN、GIT公司将提供：（1）人性化舒适的工作环境；（2）有竞争力的薪酬体制；（3）丰富多彩的文化生活；（4）多元化的成长培训计划；完善的福利待遇：（1）公司实行五天工作制，弹性的上下班时间，周末双休。（2）为员工购买养老保险、失业保险、工伤保险、基本医疗保险、生育保险。（3）员工享有所有国家法定节假日，并享有带薪年假、产假、婚假、看护假等。（4）年底发放双薪。（5）部门活动与年度旅游活动。（6）享有公司期权职能类别：高级软件工程师软件工程师关键字：Python软件开发后端开发程序员编程周末双休带薪年假年终双薪节日福利立即上岗举报分享,41
10000-14999/月,广州市天诺营销策划有限公司,Python/Django开发工程师,职位描述：职业目标： 开发工程师->软件开发经理->技术总监->CTO工作职责：1、参与需求分析，产品设计，功能开发；2、负责系统平台的日常维护；3、与团队技术交流，共同进步4、承担web后端的技术工作，开发和维护公平价网站，主要编程语言是python职位要求：1、有扎实的编程功底，热爱编程，精通至少一门开发语言，愿意深入学习Python；2、熟悉MVC架构，精通Django或者其他Python Web开发框架者优先；3、具备数据库设计能力，精通掌握MySql/MongoDB者优先；4、熟悉Linux操作系统，熟悉Apache/Tomcat/Ngnix等WebServer的部署和应用；5、有大型网络服务开发经验者优先；6、具备良好的编码习惯及开发文档书写习惯；7、具有优秀的团队合作和沟通协作能力，善于学习，乐于分享，能承受较大工作压力；8、 有一定的web前端技能，了解或熟悉HTML、CSS、Javascript；职能类别：高级软件工程师举报分享,48
10000-14999/月,贵州格安科技有限公司广州分公司,Python web开发工程师,职位描述：工作职责：1. 参与数据存储平台的开发；2. 参与运维管理平台的开发；3. 设计相关网站和数据库系统的架构；职位要求：1. 有 python 实际开发经验，了解Django、Tornado或Flask等任意一种Web框架；2. 熟悉 HTML/Javascript/CSS 等前端技术；3. 熟悉常用的 SQL 的使用及优化；4. 有能阅读英文文档并解决工作中遇到的问题的能力;5. 了解 Git 等代码管理工具、能够以Linux作为日常工作环境；6. 具有良好的学习能力以及理解、分析和解决问题的能力，乐于分享，具有团队协作精神。加分：1. 熟悉网络原理，对CDN工作方式有一定了解；2. 对各种软件硬件性能指标、Anomaly Detection有一定了解;3. 有参与 blog，github，stackoverflow 或微博等活动；职能类别：高级软件工程师软件工程师关键字：JavascriptCSSpythonDjangogithubAnomalyCDN周末双休带薪年假年终双薪举报分享,45
10000-14999/月,民生电商控股（深圳）有限公司,Python 开发工程师,职位描述：岗位职能：1、新业务系统的前端代码开发、测试。2、新业务的系统后端代码开发、测试。3、新业务系统对外API 设计、开发、测试。4、新业务系统架构可行性研究及设计。5、其他相关代码开发与测试。岗位要求：1、具备良好的编码习惯，2年以上Python开发经验。2、熟练使用常用模块，使用过Django/Tornado等web框架。3、熟悉Python服务端编程，精通Twisted等；熟悉常用算法和数据结构，有数据处理经验可加分。4、熟练使用Linux、redis、及MySQL数据库，有独立搭建中小型系统的能力；熟悉Celery等任务队列框架以及消息队列。5、具有良好的自学能力，能通过研究开源项目来解决开发中遇到的难题。职能类别：其他举报分享,42
10000-14999/月,珠海麒润网络科技有限公司,PHP/Python开发工程师,职位描述：工作职责：1、负责公司广告产品后端的开发或升级任务；2、负责公司上线广告产品的运营与维护工作。岗位要求：1、具备良好的编程习惯，有较强的理解能力；善于沟通，具备团队合作精神；2、精通PHP开发，具备两年及以上PHP+Mysql+Apache(或Nginx)网站开发经验，熟悉MVC开发模式；3、精通SQL/MySQL数据库开发和使用，熟练数据库设计和性能跟踪优化；4、熟练掌握Javascript语言 ，熟悉jQuery/AJAX等，熟悉HTML5/CSS3前端语言；5、有大并发网站开发经验优先。薪资：8K-15K工作地：珠海职能类别：互联网软件开发工程师多媒体/游戏开发工程师关键字：开发程序游戏webgmephp编程Pythonpy举报分享,38
7000-15000/月,广州大象健康科技有限公司,Python开发工程师,"职位描述：职责描述：1. 参与高并发的后台处理系统的需求整理和开发工作2. 负责系统性能优化和改进3. 运用在分布式系统，网络设计及大型存储系统的知识，构建能够满足商业需求的平台，系统及网络基础结构。4. 编写，分析并优化新的算法或数据结构并证明比现有方案更优。职位要求：1.熟悉Python，并具备良好的编程风格，以及能够撰写良好的技术文档；2.深入理解和使用XML, JSON and RESTful Web Services3.熟悉消息组件，NoSQL、PostgreSQL数据库的使用；4.熟悉Linux环境，具备两年以上的linux环境开发经验；5.具备系统架构设计能力，有独立设计开发项目经验者优先；6.有较强的分析问题与独立解决问题的能力，良好的沟通能力及团队合作精神；7.有分布式系统 设计经验者优先。8.有机器学习，数据挖掘，自然语言处理经验者优先职能类别：软件工程师关键字：PythonPostgreSQLNoSQL举报分享",46
10000-16000/月,广州中国科学院计算机网络信息中心,Python工程师,职位描述：工作职责：扫码兽项目的系统架构、产品运营工作的后台开发。任职要求：1、3年以上的工作经验2、精通Python语言，Python Web开发框架，有相关上线项目经验3、熟悉Linux操作系统，熟悉Apache/Nginx等WebServer的部署和应用4、具备数据库设计能力，精通掌握MySql/MongoDB/Oracle优先；5、 有大型网络服务开发，在高并发，高稳定性方面有经验者优先；6、具有优秀的团队合作和沟通协作能力，善于学习，乐于分享7、有丰富经验项目经验者，工作年限可降低要求职能类别：软件工程师举报分享,37
60000-120000/年,广州市云润大数据服务有限公司,Python软件工程师,职位描述：职位要求：1.熟练掌握Python，理解各种常用的数据结构与算法；2.了解架构设计，有数据库设计经验；3.有Python项目经验，精通 Tornado 框架优先；4.有Javascript和jQuery开发经验者优先；5.应届毕业生可来实习；岗位职责：1.协助开展项目需求分析、系统框架和核心模块的详细设计；2.根据产品开发进度和任务分配，独立开发相应的软件模块；3.根据公司技术文档规范协助编写相应的技术文档，根据需要不断修改完善软件；4.研究项目技术细节，编写相应的说明书；5.服务系统的维护及定制研发。职能类别：互联网软件开发工程师关键字：PythonDjangoMongoDBSQLJavascriptJSjQuery周末双休奖金丰厚人才推荐奖举报分享,40
6000-10000/月,广州宝巨信息技术有限公司,Python开发工程师,职位描述：岗位职责：1、负责Python相关项目开发；2、参与编写项目设计与开发文档。职位要求：1、2年以上Python开发经验；2、熟悉常用python库，熟悉各种python框架，了解整个python生态环境；3、熟悉MySQL及MongoDB、redis非关系型数据库、了解Linux操作系统、有良好的代码规范、了解GIT；4、熟悉前端开发技术，熟悉JavaScript，并且熟练使用JQuery框架；5、对缓存有深刻理解，有丰富的MemCache使用经验者优先；6、对OOP、MVC开发方式有深入理解。职能类别：软件工程师互联网软件开发工程师关键字：Python开发工程师Python开发工程师工程师举报分享,35
10000-14999/月,北京并行科技股份有限公司,python开发工程师（广州）,"职位描述：岗位职责：1、参与基于Django 应用的开发， 根据需求实现后台的业务逻辑和页面展现；2、参与需求的讨论和代码的审核，完成设计相关 文档的编写；3、独立完成功能模块的设计、编码和测试；4、完成bug的跟踪调试和解决。任职要求：1、熟悉Linux操作系统使用和软件开发的基本流程，至少会使用一种软件版本管理工具。2、熟悉Python语言，较强的独立开发能力，具备良好的代码风格，至少1年以上Python开发经验，熟悉Django。3、有前端开发经验（HTML/CSS/JS）,熟悉Jquery等框架的使用。4、能够熟练使用标准的SQL语言，精通MySQL。能够承担较大工作压力，具备良好的沟 通能力和团队协作精神。职能类别：软件工程师举报分享",34
6000-12000/月,广州猎虎信息科技有限公司,Python工程师,"职位描述：岗位职责：1、参与产品需求的讨论，编写相应的设计文档2、参与产品控制管理功能模块的开发和代码维护3、严格测试，保证代码的可靠，安全岗位要求：1、1年以上python、 web开发经验2、能够熟练使用python的web框架设计网站，例如django等3、熟练掌握各种web前端技术，包括html，js，jquery等4、熟练掌握mysql等常见数据库,熟悉Linux操作系统，了解Linux下shell编程；5、拥有良好的代码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低工作地点：广州大学城青蓝街22号创业大厦（距离大学城北地铁C出口仅100米）职能类别：软件工程师关键字：移动互联网举报分享",36
8000-15000/月,广州太乙信息科技有限公司,Python高级软件工程师,职位描述：职位描述：工作职责：主要负责系统的开发。职位描述：1、丰富的Python、mySQL开发经验；2、丰富的WEB后端开发经验；3、熟悉Django、 Ansible等框架；4、熟悉Celery、 RabbitMQ、 Kafka；5、有丰富Java 开发经验者从优；6、有大容量、大数据、NoSQL、MapReduce、Hadoop等架构设计和开发经验者从优；7、熟悉WEB前端开发以及有Javascript、Bootstrap开发经验者从优员工福利：1、实行每天7.5小时，每周5天的工作制，工作时间：9：00--18：00；2、五险一金：完善的社会保险，包含养老、医疗、工伤、失业、生育与住房公积金；3、企业年终奖；4、法定公众假期、定期的员工活动；5、其他福利：公司集体旅游；免费咖啡奶茶、水果零食。地址：广州市天河区天河东路153号国德大厦910（太古汇后）乘车路线：地铁三号线石牌桥站、地铁一号线体育中心站、公交天河东路站联系电话：020-87577326 刘小姐职位申请方式：1、通过招聘网站投递简历；2、直接发送简历至hr@mtaiyi.com，邮件主题为：姓名-职位（请将简历粘贴于邮件正文发送）。职能类别：高级软件工程师关键字：PythonmySQLDjangoCeleryNoSQLHadoop举报分享,32
8000-12000/月,广州点屏信息技术有限公司,python 开发工程师,职位描述：岗位要求：1、本科以上学历，计算机相关专业毕业，一年以上python开发经验；2、 熟练使用Linux；3、具有扎实的网络知识，并能对服务器进行维护；4、熟悉主流Web服务器与中间件服务器的配置管理与性能优化；5、熟练使用Mysql、Redis等数据库，精通SQL，具有Mysql、Redis开发经验，有数据库大数据量优化经验者***；6、熟悉数据结构。岗位职责：1、根据开发计划，设计软件模块，完成软件模块源代码编写，实现开发需求规定的功能；2、 根据开发需求，完成开发文档，提出模块设计的规划；3、 根据开发文档，制定详细的开发计划。职能类别：软件工程师举报分享,39
