salary,company,jobcont,jobname
15000-19999/月,广州玖拾玖度信息科技有限公司,"职位描述：岗位要求：1、	有三年或三年以上的PHP项目开发经验；2、	精通PHP面向对象编程，熟悉至少一种PHP开发框架;3、	精通数据库设计，SQL语句编写，MySQL主从库配置，读写优化;4、	精通Linux操作及日常维护，能维护 apache, nginx 等;5、	精通 memcache, redis,等优先;6、	能熟练使用HTML、JSON、CSS、Javascript、JQuery框架，熟练HTMl5、CSS3者优先;7、	有处理过大流量网站的经验，有大型网站设计衍化、优化和系统运维经验优先;8、	有良好的代码编写习惯及较强的文档编写能力;9、	有团队合作开发精神，有责任心。职能类别：网站架构设计师脚本开发工程师关键字：PHPSQLMYSQLmemcacheredis后台开发网站设计举报分享",PHP开发工程师
20-30万/年,广州接点能源科技有限公司,职位描述：岗位职责：1、负责系统架构的规划，开发和维护统一的软件开发架构。2、按照产品需求进行软件设计和编码实现，确保性能、质量和安全。3、持续改进和升级，优化产品功能，修复现有软件产品的缺陷。岗位要求：1、精通Java开发，5年以上Java经验 。2、熟悉脚本语言(如php/shell/python/perl，至少一种)。3、熟悉数据库（MySql，Oracle）使用，设计，调优 。4、熟悉多线程模型编程，熟悉网络编程和IO模型 。5、熟练掌握各类常用数据结构和相关算法 。6、熟悉分布式系统的设计和应用，熟悉分布式缓存、消息等机制。7、很强的工作责任心和良好的沟通协调能力，能在压力下独立解决问题 。8、有钻研精神，对技术、大数据充满热情，有团队合作精神 。福利待遇：1、工作时间：9：00—12:00；13:30—17:30；周末双休，享受国家法定节假日；2、五险一金：公司依法为员工缴纳养老保险、医疗保险、工伤保险、失业保险及生育保险和住房公积金；3、节日福利：节日会有礼品或礼金派发；4、每年1-2次调薪机会，年底有年终奖5、公司不定期组织活动：羽毛球活动、技术交流会、茶话会、户外活动等。6、公司提供优美办公环境给您，在安静舒适的办公区域工作职能类别：系统架构设计师关键字：java系统架构师举报分享,java架构师
,马瑞利汽车电子（广州）有限公司,"职位描述：We are looking for SW Architect for Infotainments and Telematics Business line attached to the Electronics R&D. The candidate will be responsible for the following activities:？	Work with MM SW and project team to achieve SW development targets？	Work out SW solution/design, and report to the SW project leader for project development.？	Perform SW Requirements engineering activities, and maintain the requirement traceability at System Requirement, SW Requirement and SW Design.？	Review for System Requirements, SW design and implementation.？	Supports SW Architect design.？	Defect analysis.？	Supports the SW project leader in daily technical issues？	Track Requirements change and provide the related impact / feasibility analysis and effort / cost estimations in order to share them during the Change Control Board meeting.？	Considers quality, on-time delivery and customer satisfaction as main targets throughout the performance of his/her SW activities.？	To follow A-SPICE standard to achieve development？	Participate to the offers, design and validation of the projects？	Responsible for the accuracy of the design/improvement work & its timely implementation into productionRequirement:1.	Key Skills？	Embedded SW Development？	High Level SW Design, SW Architecture Design？	Requirements elicitation and development？	Requirements management tools knowledge (e.g. DOORS)？	Product Development Standard Processes knowledge (Automotive SPICE, CMMI)？	Multinational Team working？	Problem Solving？	Functional Safety standard and design rules (e.g. ISO 26262) knowledge？	Automotive industrialization rules2.	Education background？	At least Bachelor degree on Automation/Automotive/Communication/Electronic/Computer Science3.	Professional background？	More than 2 years of experience of embedded electronic product development with high level of SW contents.？	SW design background in embedded systems？	Having knowledge on automotive networks？	The above competences have to be maturated in automotive area or other large scale markets？	Technical background in Telematics System, Telecom, Infotainment areas will be appreciated职能类别：系统架构设计师举报分享",SW Architect
8000-12000/月,广州市绅帅网络科技有限公司,职位描述：工作描述：1、按系统设计完成功能模块的编写。2、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务。3、根据项目要求，进行软件设计﹑开发及维护。4、负责解决开发过程的技术问题。岗位要求1、 大专以上学历，计算机或相关专业毕业，有良好的编码规范。2、 熟悉 ASP.NET，Web Service，熟悉.net framework4.5/4.0和三层架构。3、 熟悉.NET架构及C#编程，练掌握Div+CSS、HTML、JavaScript、AJAX、jquery，了解bootstrap。4、熟练使用sql server、，了解存储过程、触发器、事务管理，具备数据库调优经验。5、 有较强的自助学习能力，较强的推动力和解决问题的能力，具有较强的团队 协作精神和责任心，勤奋敬业，有独立开发能力。职能类别：网站架构设计师网站维护工程师举报分享,.NET网站工程师
12000-18000/月,广州宝镜智能科技有限公司,职位描述：负责开发人员技术监督与指导，出具实施解决方案（1）五年以上Java语言的开发经验，有移动应用开发项目经验者优先；（2）精通Java语言，熟悉软件开发流程，熟悉常用项目构建工具，例如：Maven，Git，SVN等；（3）熟悉常用数据库软件(MySQL)的原理和使用，熟悉常用ORM和连接池组件，有相关的开发经验者优先；（4）常用Java开源框架如Spring、Mybatis等有深入的了解，对框架本身有过开发或重构者优先；（5）熟悉分布式系统的设计和应用，例如缓存、消息、负载均衡等机制和实现；（6）有电子商务/互联网O2O系统开发经验或大规模高并发访问的Web应用开发经验；职能类别：系统架构设计师高级软件工程师关键字：系统架构师架构师高级工程师技术总监软件工程师举报分享,高级JAVA开发工程师/架构师
6000-10000/月,广州黑格智能科技有限公司,职位描述：.Net软件开发工程师/C#开发工程师工作内容：1. 负责公司系统服务和应用程序的开发、优化并协助测试；2. 完成部门或小组分配的其他任务；3. 参与系统、服务的维护工作。岗位要求：1. 熟悉面向对象开发、有良好的计算机知识体系基础；2. 熟悉C#开发、熟悉常用设计模式；3. 熟悉WPF与MVVM架构；4. 熟悉WebService或WebAPI开发；5. 熟悉SQL Server或MySQL等常用数据库的使用、熟悉SQL、存储过程的编写；6. 熟悉或了解常用的代码版本管理系统，如SVN、GIT；7.有互联网行业经验、熟悉或了解其他技术者优先考虑。职能类别：系统架构设计师举报分享,.Net软件开发工程师
1+ /月,广州佳顿技术服务有限公司,"职位描述：Purpose of Job:Responsible for the support of, maintenance and implement of Group LAN / WAN networks.  Reactive and proactive resolution of problems reported by and experienced by end users.Job Scope & Major Responsibilities:1.Perform network monitoring and maintenance for Jarden network in Asia2.Responsible for network security.3.Participate in the company network design and implementation4.Provides technical solution and assistance to Remote Users on the road or working from home. This requires troubleshooting connectivity issues related to ISP and/or VPN connections.5.Effectively communicate with users and other IS team members regarding the status and scheduling of incident requests and installations.  Professionally document appropriate information regarding requests for service.6.Communicate with other IS team members including Corp IT and other Jarden business units regarding the continual improvement of service and networking7.Be in an on-call and available for after hours support.8.Performs such individual assignments as management may direct.9.Continue to support Jarden Shared Services  network.Requirements:1. Education- Degree in Computer Science or related.2. Experience (Minimum Relevant Experience/Minimum Supervisory Experience)- A minimum of 4 years’ experience with direct experience in the enterprise space.- A minimum of 4 years’ hands on experience configuring and troubleshooting Cisco routers and switches as well as Checkpoint firewall.- A minimum of 4 years’ experience working with WAN solutions including, Web Filtering, IPsec VPN, SSL VPN, and MPLS technologies3.Professional Qualifications, Knowledge and skills- Experience supporting and product knowledge of Call Manager / Checkpoint CMA – enforcing policies, defining and monitoring access.- Experience supporting wireless technologies, including Wi-Fi and cellular modems- Strong working knowledge of TCP/IP and network routing protocols including EIGRP and BGP- Strong knowledge of product schema, function feature of different kinds of network products- High network security conceptual4.Written / Oral Language skills:-    Fluent in English and Mandarin5.Competencies-     Superior problem solving and analytical skills related to network hardware and software solutions-     Strong written and oral communication skills with a customer service focus-     Ability to work independently and in a group-     The candidate must possess good documentation habits职能类别：网络工程师网站架构设计师举报分享",Network Supervisor (网络主管)
8000-12000/月,广东未来信息技术有限公司,职位描述：岗位职责：1、根据公司要求进行市场细化及分配，合理有效地开发及利用资源2、参与市场调研，对国家政策、地方政府政策、各相关机关部门及竞争对手的信息进行收集分析，建立分享沟通机制，完善公司公关体系，增强经营决策3、根据项目发展需要编制市场营销策略，明确行业销售布局，并确保业绩落实执行4、监控公司项目的执行，定期跟踪项目实施、回访客户。5、负责组建市场销售团队，对市场销售人员进行培训、激励6、参与项目危机公关处理，保障项目顺利运行岗位要求：1、理工科本科及以上学历，公共关系、企业管理、信息工程、计算机、市场营销等相关专业2、3年以上IT行业产品售前或业务分析经验，3人以上销售团队管理经验3、具备系统化设计、收集、分析数据能力，根据市场分析进行产品定位及市场策划4、较强的客户管理能力，善于发掘和掌握外部客户及内部客户的需求5、熟悉公共关系的开展及政府工作流程，具有政府机关、企业公关等方面的经历、或有良好的政府、商会等关系及资源优先6、熟悉信息技术行业市场，具备丰富的市场营销经验，形象气质佳。职能类别：系统架构设计师区域销售总监关键字：政府关系公共销售市场软件开发it计算机技术举报分享,销售总监
3000-4499/月,广州市易葵网络科技有限公司,"职位描述：岗位职责：1.技术总监统一安排下开展工作；2.参与软件系统的分析及系统设计的评审；3.负责软件系统开发工作，参与代码检视等质量保证工作；4.参与解决软件系统在开发过程中碰到的技术难题或问题；5.对系统使用者进行培训，指导用户操作软件系统。任职要求：1.计算机或相关学历，3年以上Java开发经验，；2.熟悉MVC,熟练掌握Spring，Hibernate，MyBatis等技术；3.精通Java语言和面向对象设计方法，熟悉JSP、Servlet、ORM；4.了解J2EE构架及中间件、XML等相关技术知识；5.熟悉HTML,JavaScript,jQuery等常用web技术和知识；6.熟悉Eclipse,svn等开发工具,熟悉Tomcat/Resin/Weblogic等常用应用服务器；7.熟悉关系数据库理论，有MySQL、Oracle等数据库编程开发经验；8.有电商、大数据分析开发平台经验优先。职能类别：系统架构设计师系统工程师举报分享",JAVA软件工程师
30000-39999/月,华为技术有限公司,职位描述：【工作地区】武汉、西安【岗位名称】软件工程师 架构师：【岗位要求】1、熟悉c/c++/JAVA；2、能独立、准确完成需求沟通、确认与分析工作，有相关经验；3、熟悉linux内核或内核某个模块；（3和4任意满足1个即可）4、具备android平台系统分析、设计、开发经验。（3和4任意满足1个即可）【招聘人数】20人【联系方式】：电话：17786138309微信： 17786138309职能类别：系统架构设计师高级软件工程师举报分享,系统工程师/架构师/性能功耗专家
8000-12000/月,广州首库互联网金融信息服务有限公司,职位描述：岗位职责1. 参与公司产品需求调研和技术实现，参与技术决策、技术选型和技术风险评估。2. 负责产品主要功能模块的功能架构分析设计和代码编写，可以独立承担主要功能模块的开发工作。3. 负责关键技术问题的攻关和系统优化，协助解决开发过程中遇到的技术难题。4. 带领初级工程师完成开发工作，教导并提高初级工程师的开发能力。5. 编写技术相关文档，提高公司技术沉淀能力，提高公司市场技术竞争能力。任职要求1. 二年以上软件开发工作经验，计算机专业大专或以上学历2. 精通Java开发，熟悉Structs2、SpringMVC、Hibernate、Maven等主流框架，熟悉Web API和Restful API标准，熟悉J2EE移动互联网的关键特性3. 熟悉HTML、CSS、JSP、JQuery，熟悉VueJS或AngularJS等前端框架者优先考虑4. 熟练掌握SQL编写，熟悉使用常见数据库MySQL、SQL Server、Oracle，熟悉使用Redis等高速缓存组件5. 熟悉高并发系统的搭建，熟悉主流服务器安全性策略，保证线上系统安全稳定运行6. 熟悉Linux操作系统和常用命令，能独立在Linux系统上部署应用7. 较强的沟通能力和学习能力，不断学习主流测试技术8. 良好的团队合作意识和敬业精神，工作耐心仔细，能从技术角度为产品提出优化建议9. 具备互联网金融、电子商务、银行业务、移动应用软件测试经验者优先考虑职能类别：软件工程师网站架构设计师关键字：Java开发软件计算机工程师举报分享,Java开发工程师
8000-9999/月,深圳祝博士教育科技有限公司广州分...,职位描述：职位描述：1、负责公司网站平台BUG修正，功能调整和维护；2、负责网站平台二次开发，配合前台实现各项后台代码开发；3、配合美工和编辑，会简单的网页排版，实现各项代码开发，功能实现。任职要求：1、精通php+mysql数据库编程；2、具有1年以上开发经验，精通PHP框架开发网站，熟悉MVC开发模式及面向对象的开发思想，熟练掌握HTML、CSS+div、Javascript、AJAX等客户端技术；3、拥有良好的代码习惯及较强的文档编写能力，要求结构清晰，命名规范，逻辑性强，代码冗余率低；4、学习能力、逻辑思维能力、解决问题能力强，具有钻研精神，工作主动，责任心强，工作效率高，能承受一定工作压力；5、具有MySQL索引优化、查询优化和存储优化经验、PHP缓存技术、静态化设计方面的经验；6、能读懂别人代码做维护和再开发工作；7、有Ecshop/phpcms 等开源系统二次开发、熟悉ThinkPHP框架开发经验者优先考虑。工作环境：独立办公席位，配备电脑，空调，办公环境优良。公司福利:1、提供全面的职业培训，晋升成长快；2、薪资：提供高于行业标准的薪资，待遇面议；3、新员工入职前带薪专业培训；4、公司提供工作餐；5、按国家有关规定，为员工购买社会保险（养老、医疗、失业、工伤、生育、重大疾病险），并签订劳动合同；6、享受法定节假日，带薪年假，婚假等；7、每日工作时间：08:30-18:00，实行大小周轮休制；8、每月至少两次户外体育活动，公司定期或不定期的组织大型员工活动，每年组织至少一次大型旅游。注：面试请携带自己的作品，请务必发送真实案例，免浪费您的宝贵时间。职能类别：网站架构设计师网站维护工程师关键字：PHP程序员编程后台后端举报分享,PHP主管
8000-9999/月,广州游爱网络技术有限公司,"职位描述：【岗位职责】1、使用django开发游戏网站及后台分析统计系统应用程序；2、配合手机客户端完成后台服务开发；3、维护及开发各种供公司内部其他项目组使用的Python脚本、工具以及后台系统；【岗位要求】1.熟悉Python软件开发；2.熟练手写SQL,HTML,Javascript,CSS；3.熟悉至少一种Python框架（例如Django/web.py等）；4.熟悉关系型数据库操作，拥有/Mysql/MongoDB/Memcached/Redis使用经验者优先5.有团队开发经验,熟练使用eclipse,svn开发环境。6.熟悉linux基本操作，会使用vim，emacs者优先；职能类别：互联网软件开发工程师网站架构设计师关键字：djangomysqljquerycsspython举报分享",游戏后台开发工程师
,微软销售市场和服务集团 （SMSG）,"职位描述：Job #  974429Locations China, GuangzhouJob families Services (engineering)Teams Consulting servicesSolutions ArchitectLocation: Guang ZhouMicrosoft Services is looking for a Solutions Architect who has a mix of advanced technology and strategic business acumen with deep experience in intelligent city space with strong technical background in application platform, IOT, BigData.. The role requires both broad and deep technology knowledge and the ability to architect solutions by mapping common customer business problems to reusable end-to-end technology solutions. Demonstrated ability to engage in senior level technology decision maker discussions related to agility, business value, and end to end information technology security is also a must. Solutions Architects are key enablers for other consultants and partner staff. They manage the complete lifecycle of large and complex projects. Solutions Architects have a passion for the customer which is demonstrated through professionalism and striving for excellence in all aspects of the customer experience.The Solutions Architect applies advanced analysis skills and experience in principals of software design to define and scope appropriate customer solutions.   To be credible he or she must have current and deep experience with implementation of large software systems.   Solutions Architects are expected to maintain effective product group relationships. It is crucial for the Solution Architect to not only have current knowledge with Microsoft products and their functionality, but the architect must have an understanding of competitive technologies. This combination enables the Solutions Architect to properly assess feasibility of migrating customer solutions from, and/or integrating with customer solutions hosted on non-Microsoft platforms.   Advanced domain knowledge in one or more vertical industry is also an asset.The Solutions Architect helps customer account teams identify, pursue and close strategic business development opportunities while continually driving add-on business within existing projects.   To accomplish this, Solutions Architects must be effective in fostering executive level relationships.   They also play a key role in employing and developing partners as part of the overall Microsoft services delivery model.   When asked, Solutions Architects help translate business requirements into technology requirements for inclusion in contracts and/or statements of work (SOW).   In some cases Solutions Architects will also assist in contract negotiations.Expert level knowledge in one or several of the following areas is required:• Infrastructure• Security• Application development• Office, Business Productivity• Sharepoint, Portal, Enterprise social, Search• Azure, Cloud Services• Modern App & Solutions• BI, Bigdata, Data Platform• IOT Solutions• Client SolutionsVertical knowledge/experience in public/government services, intelligent city solutions, or related industry a must.Travel is an integral part of this position as are high levels of recognition and visibility. Travel can be as high as 70% as is demanded by the needs of our customers and our business.职能类别：系统架构设计师举报分享",Assc Architect
4500-5999/月,广州优同学信息科技有限公司,职位描述：岗位职责1、负责公司相关网络平台及业务系统全面架构设计、研发及管理工作；2、并对平台及系统的可靠性、高可扩展性、高安全性负责；3、负责公司公众微信、APP等移动营销平台界面更新、改版及产品页面设计；4、负责开发技术指导、培训与交流，解决开发人员的技术问题；5、制定项目管理及开发规范，建立公司研发知识库；任职资格1、计算机相关专业本科及以上学历，3年以上软件开发、网页设计、架构管理工作经验；2、有移动互联网、SNS社交网络开发、美术、平面设计等相关专业经验者优先；3、从事过大型门户或专业性网站的设计工作优先，有服务过管理咨询及培训行业或相关客户经验者优先；4、精通应用Photoshop、Flash、Illustrator、CorelDraw等软件的能力；5、具有较高的平面设计表现力和创意能力，较强的网络动画广告设计能力。7、应聘时请务必提供个人案例作品，能力突出者可适当放宽要求。职能类别：网站架构设计师网页设计/制作/美工关键字：网页设计网站制作网站美工网站架构设计网站策划运营举报分享,网页设计/制作
6000-7999/月,广州名动贸易有限公司,"职位描述：职责：1. 开发公司网站及后台系统。2. 参与系统需求分析与设计。4. 与需求人员沟通合作，测试追踪问题。要求：1. 掌握 PHP / JAVA 其中一种开发语言。2. 掌握 HTML / CSS / JavaScript。3. 了解MVC设计, 熟悉 Yii2 / ThinkPHP等框架者优先。急聘！一经聘请，待遇从优！此职位接受应届生或实习生。职能类别：脚本开发工程师网站架构设计师关键字：工程师开发工程师网站开发工程师周末双休五险举报分享",急聘 网站开发工程师
10000-20000/月,长沙帕吉网络科技有限公司,"职位描述：1、本科学历及以上，计算机、软件工程专业毕业，其他专业的如特别优秀亦可；2、以下技术应掌握其中的4项或更多，并了解其中的半数或更多：Struts1/2, Hibernate/Mybatis, Spring, jsp, servlet, JMS, EJB, jdbc, JMX, Tomcat, JBoss, WebSphere, Weblogic3、以下技术应掌握其中的2项或更多，并了解其中的半数或更多：oracle CRUD、SQLServer CRUD、oracle存储过程、SQLServer存储过程、tcp、MQ、xml格式、计算机体系结构、虚拟化理论、HTML5/XHTML、JavaScript、CSS和AJAX技术；4、有过BI，和ESB经验的优先；【任职资格】1.大学本科以上学历；2.精通WEB开发，熟悉JSP/Servlet、JS、Jquery等WEB开发技术，熟悉Spring，Struts和Hibernate等主流的开发框架，有java线程、socket、设计模式等编程经验更好3.熟悉Oracle的设计和开发；4.3年以上JAVA开发经验，有跨系统交互开发经验者优先；5.最好有互联网（电子商务）行业相关工作经验；6.能接受适应长期出差；工作地址：佛山顺德北滘镇碧桂园总部大楼职能类别：高级软件工程师系统架构设计师关键字：高级软件开发举报分享",高级开发资深程序员
6000-10000/月,广州点升信息技术有限公司,职位描述：岗位职责：1、产品的网页端开发（含微信端）2、编写设计文档任职要求：1、有2年或以上相关工作经验优先2、精通HTML5、javascript、jquery等主流网页端开发技术3、能与UI设计人员进行协同工作，把UI设计转化为带有交互功能的网页4、做事认真负责，善于与人沟通，有责任心，有团队意识5、应聘时请附带相关作品职能类别：网页设计/制作/美工网站架构设计师关键字：网页前端开发工程师网页设计网页程序员HTML5javascript举报分享,网页设计/制作/美工（双休、急聘）
7000-12000/月,广州联业商用机器人科技股份有限公司,职位描述：职位描述：1、 负责公司微信商城网站前台和后台的程序开发和微信运营开发工作；2、 与项目干系人充分沟通，沟通和管理客户需求，协调项目内外部资源；3、 完成前后台项目功能模块的系统分析、设计，并完成详细设计和编码的任务，确保项目的进度和质量；4、 对现有的项目进行优化，升级和维护。岗位要求：5.   有微信商城开发经验者优先。1、 学习能力强，工作作风严谨，工作态度认真负责，良好的沟通能力和优秀的团队意识；2、 计算机相关专业全日制大学本科毕业；3、 具备OOP编程思想，有良好的java语言基础，三年以上JAVA+MySQL+Linux+Apache/Nginx网站开发经验；4、 有大型网站工作经验。能独立开发，调试项目功能模块；5、 熟练MYSQL的编程以及数据库的操作，能够编写性能优化的SQL语句。6、 有良好的编码习惯，能编写干净整洁，组织良好，可复用性高，可维护的代码。7、 有团队合作精神，有较好的逻辑思维，工作中能积极主动，对待工作追求精益求精。8、 擅长业务需求梳理，有较强的业务需求捕获、分析及文档撰写能力，有原型设计的能力和经验，熟练掌握原型驱动的方法；9、 具备PMP资质优先。职能类别：高级软件工程师系统架构设计师关键字：微信商城开发高级软件开发举报分享,微信商城开发工程师（急）
10000-14999/月,广州津纬信息科技有限公司,职位描述：1） 负责主导各类业务及技术改造类项目的系统分析与设计工作，承担核心功能代码编写，开发与维护系统公用核心模块；2） 系统性能优化，主导技术难题攻关，持续提升系统在大规模分布式系统环境下高并发、海量请求数下的高处理性能，解决各类潜在系统技术风险，保证系统的安全、稳定、快速运行；3） 负责指导、培训普通开发工程师，审核开发工程师的设计与研发质量；职位要求：1） 扎实的Java编程基础，精通Java EE、SOA、OSGI等相关技术；对各种开源的框架如Spring、Hibernate等有深入的了解，熟悉Jenkins，对框架本身有过开发或重构者可优先考虑；2） 具有MySQL、及大型数据库如Oracle使用经验，3年以上大规模高并发访问的Web应用系统设计和开发经验；3） 熟练掌握Linux或Unix操作系统，对常用命令运用娴熟，能够根据实际需要快速编写shell脚本；4） 具备良好的识别和设计通用框架及模块的能力；5） 较强的表达和沟通能力；工作认真、严谨、敬业，对系统质量有近乎苛刻的要求意识；6） 具有跨境支付系统、大型电子商务网站以及银行业核心系统、电信boss系统设计与研发经验背景的优先考虑；职能类别：高级软件工程师系统架构设计师举报分享,Java开发工程师
15000-20000/月,广州星唯信息科技有限公司,职位描述：岗位职责：（1）负责公司移动互联网软件研发团队的建设和培养；（2）负责手机客户端开发的技术难点攻关，核心架构搭建，基础组件研发；（3）负责制定产品或项目的开发计划、跟进研发过程管理和结果把关；（4）负责绩效考核管理的相关工作落实。任职要求：（1）具备大型APP前端系统架构设计能力，核心框架和代码编写能力；（2）精通Android或IOS应用开发、性能优化、网络通讯（TCP协议）、安全防护；（3）至少2年以上带领团队研发的经验；（4）有带领中大型商用项目研发并成功上线的经验。职能类别：高级软件工程师系统架构设计师关键字：AndroidIOSHTML5CSSJavascript移动互联网举报分享,移动互联网开发经理
15000-22000/月,广东龙浩航空集团有限公司,职位描述：作为技术架构师进行导航新项目的技术规划和方案设计，并承担一定的团队管理职责。岗位要求：1、10年以上开发经验，5年以上地图导航软件开发经验(必须懂导航)；2、技术全面对导航软件有深刻理解，具备地图/算路/引导/搜索/定位/数据等主要领域中，至少两种的开发经验；3、优秀的技术规划、方案设计能力，具有从技术方案角度指导10人以上开发团队工作经历。跟踪国内外技术进展，能站在行业/客户/用户/产品角度考虑问题；4、任职同行业公司技术经理/架构师以上，具备10人以上研发团队的管理、组建经验者优先；5、具备很强的学习能力，心态积极，能在高压力环境下工作。要求较高的技术文档能力及表达能力。职能类别：系统架构设计师高级软件工程师关键字：导航软件架构师举报分享,导航引擎开发团队资深架构师
15000-25000/月,广州市爱递思电子科技有限公司,"职位描述：岗位职责1.负责管理公司系统的整体核心技术，组织、制定和实施技术决策和方案以及系统架构设计;2、负责云平台核心基础设施建设和升级项目实施支持;3、负责优化云平台技术架构，指导云平台故障分析;4、负责或参与研发项目、系统变更的技术审核工作;任职要求:1、计算机相关专业，8年以上IT工作经验，硕士及以上学历优先;2、精通大型互联网系统性能优化，精通分布式系统架构设计，熟悉前端性能优化（含页面加载速度优化)，熟悉负载均衡、反向代理、分布式缓存，分布式存储等的使用；有高并发server开发经验;3、熟悉分布式计算和云计算相关技术理论，有架构和设计实践经验；熟悉网络技术和架构;4、熟悉主流应用服务器的架构体系,主流操作系统、数据库和各种中间件;5、至少负责过两个以上的大中型应用系统（分布式）的总体设计、技术实施及项目管理，熟悉软件产品研发过程;7、具备极强的团队精神和合作精神，具有技术钻研精神，能够在一定压力下工作;8、具备音视频解决方案架构经验者优先;职能类别：系统架构设计师举报分享",音视频云平台高级系统架构师
8000-15000/月,广州一浪网络科技有限公司,职位描述：代兄弟团队招聘--【有领】【有领是什么】我们是一个致力于优化服装生产行业效率的男装搭配电商社区社区整合消费者、服装搭配师和原创设计师，让用户快速买到好衣服。【办公环境】公司全是小鲜肉，年纪太大的朋友请不要投简年度旅游什么的都有，就是有钱任性广州最会吃喝玩乐的孵化器，想泡其他团队的汉子妹子老板可以帮你。【我们在找】三观正.......好和我们一样聪明！！！老板说这里要打三个感叹号不敢屌老板的员工不是好员工性别不限，性取向不限，出生地不限。无论是否合适我们都会在一个工作日内回复你，不然是小狗【岗位职责】1、与产品经理、设计师密切合作，参与项目团队中的后端开发、优化等相关工作2、负责线上产品项目的维护和迭代3、负责参与相关产品的需求讨论以及技术选型和优化工作【任职条件】1、1-3年PHP开发经验2、热爱技术，对工作充满激情3、熟练使用laravel 框架开发3、熟练使用MySQL，熟悉SQL调优4、熟练使用HTML，HTML5，JavaScript，CSS5、有良好的编程习惯，包括良好的代码风格，设计文档，单元测试，代码审查6、扎实的编程基础，熟悉常用的数据结构、算法和设计模式7、学习能力强，对技术有钻研精神，具有良好的自学能力和独立解决问题的能力【优先条件】1、开源社区活跃者优先2、有大中型实际项目开发经验优先职能类别：互联网软件开发工程师网站架构设计师关键字：PHPMySQLJS后台后端开发工程师开发工程师PHP工程师APP举报分享,高级php工程师
,阿里巴巴集团,职位描述：1、国际业务后端研发骨干，与产品人员共同打造一流国际广告网络2、基于渠道和广告产品的大数据，不断提升广告各个环节转换率热爱互联网行业，有志于在此领域长期发展1、计算机软件及相关专业本科学历及以上，2年以上开发经验2、熟悉PHP或C/C++，熟悉nginx、mysql、memcached、shell脚本，有代码控制力，能自测和自己上线到Linux生产环境，有数据库性能优化经验3、有清晰的设计思路和良好的代码习惯，掌握面向对象编程思想，熟悉HTML/CSS/Javascript开发更佳4、有强烈的业务意识，对国际业务有强烈的求知欲，能阅读本行业全英文资料和写简短英文邮件5、善于沟通和逻辑表达，主动思考，跟产品人员讨论需求能提出部分更优意见，团队协作时能灵活补位，具有较强的协调推动力职能类别：系统架构设计师举报分享,G1-国际业务php高级工程师
2万以下/年,广东时尚职业培训学院,职位描述：职位职责：1、	负责网站页面、专题的设计和制作；2、	把握网站整体架构和网站风格，完成网站设计和网站美工工作；3、	 配合产品策划工作，依据网站系统需求进行各类设计；任职要求：1、	计算机相关专业，要求有美工基础，具有五年以上工作经验，曾经独立主持过大中型网站设计项目者优先考虑；2、	熟练使用Flash、Photoshop、Coreldraw、Illustrator等图形制作软件；3、	优秀的审美能力、沟通能力、富有创新精神，热爱并执着于网页设计、平面设计；4、	熟练掌握HTML/CSS/javascript等网页技术，精通DIV+CSS，良好的CSS书写规范，能够兼容各类主流浏览器；5、	良好的职业精神，责任心强，注重细节，具有良好的沟通、理解和学习能力。职能类别：网站架构设计师网站策划关键字：网络制作网络设计网络工程师举报分享,兼职网络制作开发工程师
15000-20000/月,铂涛集团,职位描述：铂涛互联网将于8月27日本周六铂涛大厦一楼喆啡馆举办技术专场招聘会。免费喝咖啡，吃甜点，聊聊天就发个offer给你，诚邀您参与。有兴趣的小伙伴请直接投递简历，通过筛选后HR将电话与您联系。※ 温馨提示：1、面试时间：8月27日下午2、地址：广州市海珠区新滘西路300号（铂涛大厦首层喆啡馆）3、路线：地铁站：东晓南站C2出口（2号线）公交站：沙溪村口站（469、583、761、786路）4、面试请带上最新的纸质版简历及中性笔一支；5、如有疑问：请添加HR专用QQ： 3309281360（加好友时请注明”0827面试+姓名“）6、如您身边有相关经验的资深技术人才对本次活动感兴趣，也可以向我们推荐，我们会再进行邀请。职位描述：1.负责业务支撑系统的架构设计及持续优化；2.深入发掘业务需求，提供有前瞻性的技术解决方案；3.核心架构部分代码的编写，指导初级程序员工作；4. 诊断和解决产品研发过程中的关键技术问题；5. 与产品、项目经理协调项目管理。任职条件：1. 全日制本科及以上学历，计算机等相关专业；2. 5年及以上工作经验，2年以上软件系统架构设计经验，熟悉Java 主流开发架构；3. 对某类应用服务器、数据库或者负载均衡产品有深入研究者优先；4. 深入了解SSH等常用框架，熟悉Mysql/Memcache，并有较为丰富使用经验；5. 熟悉分布式、多线程及高性能的设计与编码及性能调优，熟悉Internet基本协议（如TCP/IP、HTTP等）内容及相关应用；6. 有很强的分析问题和解决问题的能力，良好的沟通协调能力，有强烈的责任心；7.具备良好的团队合作精神和高度的责任感；8.有过于第三方实施供应商系统交接经验优先考虑。职能类别：系统架构设计师高级软件工程师举报分享,JAVA系统架构师
