salary,company,jobcont,jobname
4500-5999/月,浙江执御信息技术有限公司,"职位描述：1、负责搭建web服务系统环境架构的部署、维护、及优化；2、负责Linux操作系统的安装、配置，调试、监控维护、备份等日常工作，确保服务器的稳定运行；3、负责linux服务器系统维护工作, 保障公司linux系统服务器正常运行.以及针对服务器的监控与优化工作等；4、负责服务器及网络系统安装、部署、维护工作；5、负责代码库管理与维护；6、负责支撑平台24×7稳定运行，并进行前瞻性容量规划。职位要求：1、2年以上大型网站或IT系统运维经验；2、熟悉服务器虚拟化技术，了解虚拟机维护（能够熟练部署、应用：xen、VM等）；3、熟悉常见web系统架构，并具有较强故障排查和解决问题的能力；4、精通常用应用的部署和维护(Apache,Tomcat,nginx,php,mysql,SVN,git,redis,pptpd等)；5、熟练掌握perl、shell、python之一的脚本编程；6、熟悉监控原理，对系统、应用，数据库等有一定的监控配置维护经验(熟练应用：cacti、nagios、zabbix等监控软件)。",资深网管
9000-18000/月,广州市田讯信息科技有限公司,"岗位职责：1、负责开发公司平台，修改测试人员反映回来的功能问题，核心模块代编写等工作；2、负责在开发过程中相关的技术文档的编写工作；3、负责运用各种优化技术优化网站，提高网站高并发性能；4、参与公司产品设计研发，单元测试；5、参与客户远程或者现场的支持，定位并解决客户反馈的问题和用户错误数据的修复；6、完成日常项目的维护与新版本发布。7、帮助团队中经验稍浅人员在技术上快速成长任职要求：1、3年以上Java开发经验，精通Java语言，熟悉JSP及Servlet使用，熟悉软件开发流程,熟悉主流开源应用框架，协同开发，如SpringMVC3、SSH等开发技术；2、熟练使用Java数据结构及线程；3、熟悉Redis或Memcache等缓存使用；4、熟悉MySQL（或MariaDB）数据库应用开发，包括MySQL的数据库配置管理、性能优化等基本操作技能；5、熟悉Tomcat或Resin的配置和管理，有服务器调优及系统调优经验优先；6、有Nginx的使用配置、调优经验；7、熟悉Restful方式编程，熟悉Json数据格式及跨域调用；8、熟悉Web前端技术（HTML、Javascript、CSS、JQuery、Ajax 等）；9、有类似FreeMarker等模板引擎的使用经验；10、有Linux及分布式开发经验优先；11、热爱软件开发，熟悉软件工程，具有良好的代码编写规范和书写文档的习惯；12、思路清晰，善于思考，有较强的学习能力，能独立分析和解决问题；13、工作积极主动，责任心强，具备良好的团队合作精神和承受压力的能力。",Java高级工程师
4500-5999/月,广州矽创信息科技有限公司,岗位职责：1、负责项目应用后台开发工作；2、构建系统演示原型；3、编写软件相关的使用文档；4、完成分配的软件组件的设计、开发、单元测试工作；5、有互联网产品或软件产品开发经验；任职要求:1、大专或以上学历，有相关java项目的开发经验；2、精通Jsp/Servlet/Web Service/JavaScript/CSS等开发技术；3、熟悉MySQL数据库，能够熟练的使用多种数据库的操作；4、熟悉Spring mvc /Spring /Ibatis等开源框架；5、能够熟练使用，配置，部署Nginx，Tomcat等主流应用程序服务器；6、熟悉WEB应用前端表现技术，熟悉JQuery、bootstrapS有前端脚本库的使用经验。7、此岗位接受优秀应届毕业生和实习生。薪资及福利：1、收入构成：岗位工资 + 各项补助 + 绩效奖金 + 年终评优奖金；2、享受国家规定的福利政策（五险一金）；3、五天工作制、带薪年假、各类法定节假日、有薪假及出差探亲假等；4、差旅费、差旅津贴、业务招待费、通讯补助、用餐补助、保密补贴、活动经费等；5、每周免费部门水果，部门不定期旅游、聚餐；6、各类型员工关怀活动；注：凡被录用者公司均提供良好的薪资和个人发展空间。,java开发工程师
10000-14999/月,广东唯一网络科技有限公司,职位描述：1、负责nginx lua相关开发广州；2、负责动态配置管理系统等；3、能通过 nginx Lua 完成防攻击系统，图片处理；岗位要求：1、本科以上学历，2年以上工作经验；2、熟悉 C 语言，熟悉 Lua 语言；3、了解 HTTP 协议，了解 HTTPS 相关加密协议；4、熟悉 WAF 相关技术；5、熟悉 openresty 优先。简历邮箱：quanzw@wy.cn工作地址：广州市天河区元岗路310号智汇Park创意园4栋（SOHO楼）5楼507-510单元,nginx lua开发工程师
10000-14999/月,广州英福力皇资产管理有限公司,任职要求1.大专及以上学历，计算机专业及相关专业，具有3年以上Java开发经验。2.熟悉java前后台常用开发框架技术SpringMVC、JPA、Spring、JavaScript、JQuery、Shiro、webservice等；3.熟悉常见关系型数据库mysql等，熟练编写SQL语句、存储过程、触发器等，了解非关系型数据库；熟悉nginx、memcached、redis等4.熟悉tomcat、jetty、nginx的使用，了解LINUX操作系统基本命令行操作5.熟悉大规模系统的负载均衡、缓存、性能评估机制；6.对JBPM、activiti5流程引擎有一定的了解，有搭建使用经验尤佳；7.具有一定的系统需求分析能力、文档编写能力、良好表达、团队合作，能够承受一定的工作压力；8.学习能力较强、责任心强，对新兴技术具有较强的求知欲，能够做一些技术方案预研；9.有互联网金融等其他互联网产品型开发经验、团队管理经验优先；主要工作职责1.负责公司项目产品的分析、设计及开发实现；2. 负责功能模块设计开发、功能设计文档编写、数据库表结构设计；3.与公司内外的技术交流，对各种前瞻技术进行预研；福利待遇：1、法定节假日：公司实行双休，员工享有带薪年假和法定假日休息；２、技能培训：入职有全面的综合培训，并提供带薪进修学习机会；３、晋升空间：根据员工兴趣和特质，进行职业规划，挑战你的梦想。４、薪酬体制：提供有竞争力的薪酬平台，并有各项奖励辅助你的收入。５、团队活动：集体旅游，拓展活动，不定期聚餐、唱K等户外活动；６、讲师培养：顺应金融教育产业的兴起，公司将培养自己的教育团队；７、创业扶持：根据员工的定位、资金等情况扶持员工开店创业。８、员工持股：根据员工在公司的价值，对核心骨干进行股权分配。９、工作环境：公司身居广州甲级写字楼，有明亮、宽敞的办公环境．,JAVA中高级研发工程师
10000-14999/月,广州麦柠信息技术有限公司,"◆岗位职责1、负责公司项目开发过程中的需求分析，编码，测试，部署及文档的编写工作；2、负责维护公司现有项目的日常正常运行；3、上级交待的其它工作；4、有过开发项目相关经验。◆任职要求：1、Java基础扎实，3年以上JAVA开发经验；2、掌握J2EE系统结构， 掌握Struts2，Spring，MyBatis，Hibernate，FreeMarker，Ehcache等开源框架；3、掌握相关Web前端开发技术，熟练使用JavaScript、JQuery，HTML、CSS、XML（使用过JS框架优先）；4、掌握关系型数据库基础理论，精通MYSQL数据库；5、掌握linux操作系统常用命令及常用软件的安装与使用，例如tomcat，apache，nginx等；6, 掌握安卓基础，做过安卓项目；7、有较强学习能力，能高效稳定的解决问题，责任心强，富有团队合作精神；◆公司福利待遇加入麦柠，待遇福利不会少！七险一金、法定假期等就一基本国家规定，没啥好炫耀的！1、绝对能让你过上满意小资生活的薪酬待遇；2、舒适的办公楼，愉快融洽的上班氛围，无聊可观望珠江河，发发呆；3、同事颜值爆表，每天上演视觉盛宴；4、每天7.5小时工作制，大小周轮休，有充足的时间追女神，陪男神；5、单身的你也不怕，麦柠家族不定期组织员工活动，零食、密室、自助餐、K歌、羽毛球、篮球应有尽有；6、具有竞争力的薪酬体系；7、半年一次薪酬晋升机会；8、为员工打造职业生涯规划和完善的培训管理；9、节日慰问礼品；10、靠近公交车站、地铁站，交通便利。上班时间 9：00-12：00 13：30-18：007.5小时工作制、大小周轮休",Java工程师
6000-7999/月,广州花云网络科技有限公司,"工作职责:1、-参与产品的后端架构设计, 编写合理的设计方案2、-参与产品的编码, 按照产品需求和技术需求实现, 保障产品高效稳定运行岗位要求:1、-扎实的计算机基础, 有至少 1 年的开发经验2、-精通PHP开发, 熟练掌握多个php框架3、-熟练掌握mysql, 熟悉memcache、 redis、mongodb等nosql解决方案及使用场景4、-熟练掌握JavaScript、ajax等前端技术, 有 Node.js 经验者优先5、-熟悉linux操作系统及常用命令, 了解nginx配置和原理6、-富有责任心和自我驱动力, 能承受一定工作压力, 沟通能力良好, 有团队精神7、-具备良好的学习能力和问题分析能力, 关注社区动态及技术发展趋势, 参与开源项目维护者优先8、-对技术有热情, 对开发质量负责, 有良好的产品意识, 关注移动互联网",PHP后台开发工程师
5-6万/年,广州港进荟进出口贸易有限公司,岗位职责：1、负责项目应用后台开发工作；2、构建系统演示原型；3、编写软件相关的使用文档；4、完成分配的软件组件的设计、开发、单元测试工作；5、有互联网产品或软件产品开发经验；任职要求:1、大专或以上学历，有相关java项目的开发经验；2、精通Jsp/Servlet/Web Service/JavaScript/CSS等开发技术；3、熟悉MySQL数据库，能够熟练的使用多种数据库的操作；4、熟悉Spring mvc /Spring /Ibatis等开源框架；5、能够熟练使用，配置，部署Nginx，Tomcat等主流应用程序服务器；6、熟悉WEB应用前端表现技术，熟悉JQuery、bootstrapS有前端脚本库的使用经验。,网站平台开发程序员
8000-16000/月,广州轩意网络科技有限公司,岗位职责：1、负责游戏数据后台功能开发；2、负责各类运营接口开发；3、负责对所属功能进行测试及联调。岗位资格：1、熟悉PHP相关技术和主流框架，Smarty模板等；2、熟悉HTML，Javascript、XML、Ajax、Jquery等Web2.0技术；3、熟悉MySQL数据库，能编写高效的SQL语句；4、熟悉Apache、Nginx等Web服务器的配置及优化；5、有过游戏网站及数据后台网站开发经验者优先。,PHP开发工程师
10000-14999/月,广东缺钱么网络科技有限公司,"职责：1.负责云服务器日常运维管理工作,对生产环境的服务器进行部署及优化；2.开发自动化运维脚本，配合监控系统，优化整个运维的流程；3.对数据库系统进行常规的维护、备份操作和日常管理；4.负责公司内部开发/测试服务器的运行管理工作；5.协助完成办公设备和网络维护及监控管理。要求：1．本科及以上学历，至少2年以上IT运维支持经验；2．具有系统管理等工作经验，熟悉Linux操作系统管理、维护和使用；3．具有阿里云/华为云服务器管理等工作经验，熟悉TCP/IP协议、负载均衡、DNS等技术；4．具有WEB服务管理的工作经验，熟悉Nginx/Apache/Tomcat等web服务和memcache/redis等缓存服务。5. 熟练使用shell和一种脚本语言(php/python/perl)编程，了解php/java等编程语言,分析日志定位问题。6. 熟悉SQL语言的操作，熟悉MYSQL，具有良好文档编写和文字表达能力；7. 优秀的学习钻研能力，良好的问题分析与解决能力，良好的危机管理和事件管理技能，以及跨职能团队的沟通协调能力,且抗压能力强；8. 熟悉IT服务管理流程，了解IT服务监控相关工具；9. 有7X24小时运维支持的服务意识。",系统运维工程师
