salary,company,jobcont,jobname
4500-5999/月,广州小丑鱼信息科技有限公司,岗位职责：1、负责游戏功能系统编码和调试、单元测试工作；2、根据需求和总体设计做模块概要设计和详细设计；3、参与游戏产品研发，为千万游戏玩家搭建稳定的虚拟世界。任职要求：1、本科及以上学历，计算机、软件工程相关专业；2、熟悉C/C++、C#、Java、python、erlang、AS3其中的一种或几种语言；3、熟悉常用的数据结构和算法，了解面向对象的编程方法；4、热爱游戏、了解游戏开发，有游戏开发或实习经验尤佳。应聘方式将简历和相关作品投递到邮箱hr@gznemo.com，请以“应聘岗位-姓名-学校-专业”命名主题和简历附件。更多职位信息，请咨询小丑鱼HR  QQ：2663668438工作地址：广州市天河区科韵路16号广州信息港C1座,游戏开发工程师-2016届
8000-10000/月,广东力通网络科技有限公司,"工作职责:1、负责公司办公信息系统、网络监控系统及流量监控系统的部署、管理工作；2、负责监控业务和系统的负载和网络情况，保障业务和系统的安全稳定；3、负责业务系统及相关监控系统的日常维护、监控、跟踪、排错，确保业务的正常、稳定的运行；4、管理各种服务器设备，包括各种Unix/Linux服务器和Windows服务器、网络设备和安全设备等，以保障设备安全稳定的运行；5、负责日常系统及网络故障的处理。岗位要求:1、计算机或相关专业，大专或以上学历；二年以上LINUX/UNIX系统管理经验；2、熟悉unix/linux各种服务的配置管理: Nginx、PHP、Mysql、rsync、sendmail、nfs、fping等；3、熟悉Cacti,Zabbix体系结构，熟悉RRDTOOL绘图工具，具备良好的shell、python等脚本编程能力；4、熟悉基础基本的html，javascript，css网页设计；4、熟悉交换机、防火墙的网络设备的设置与管理；4、具备良好的专业技术能和学习能力及应急处理能力；5、具备优秀的团队协助和沟通能力，高度的责任感。",系统工程师
10000-14999/月,赛业（苏州）生物科技有限公司,岗位职责:1. 负责公司市场宣传网页与邮件页面的设计;2. 负责前端页面的设计与开发、性能优化，解决跨浏览器兼容问题；3. 负责网站的日常维护。岗位要求:1. 熟悉 CSS、HTML、JavaScript、Bootstrap3;2. 熟悉Linux系统下开发;3. 熟悉AngularJS优先;4. 一年以上工作经验，能阅读基本英文资料。5. 有良好的团队合作能力和学习能力；6. 能够积极主动开展工作。公司福利：为员工办理社保、医保等5种保险以及住房公积金；每工作日1顿工作餐和指定线路的上班班车；公司定期举行各类员工活动等。,IT工程师/前端开发
7000-10000/月,广州市天觅贸易有限公司,【岗位职责】1.公司品牌网站的功能及界面策划；2.分析行业现状及客户需求，制定网站的促销活动；3.协调程序、设计、推广人员，推进网站促销活动执行；4.分析网站流量数据，不断优化网站用户体验，提升网站订单转化率；5.策划品牌活动，提升品牌在全球的形象与知名度；6.完成上级安排的其它相关工作。【岗位要求】1.本科或以上学历，有2年以上网站策划或推广相关经验；2.熟悉外贸（跨境）电商行业，英语CET-6或以上；3.热爱互联网，有一定的文字功底，有自己的博客、公众号者优先考虑；4.有一定的审美观，了解欧美设计风格及文化底蕴；5.熟悉网站前后端，熟悉HTML、CSS等，了解responsive design，至少熟悉ASP、PHP、Python  三者中的一种；6.善于提问，熟练使用Google解决大部分遇到的问题，具有较强的团队合作精神。一、公司为您提供完善的个人发展平台，成功加入天觅贸易您将享受：（1）薪酬福利：社保福利；完善的宽带薪酬及年终奖励制度，多通道职业发展路径， 根据绩效表现每年有1-2次调薪机会，对优秀人才实行丰厚的长期奖励计划。（2）社会保障：享有社保福利。（3）文化活动：生日会、学习文化、社团文化、快乐工作日及天觅藏经阁书籍阅读等各式各样的成长文化、趣味文化。（4）培训体系：核心骨干提升班、中高层管理班、职业经理人规划等内训体系。（5）年度旅游：每年定期组织1-2次大型旅游活动，优秀员工特定旅游奖励。（6）法定假期：年假、婚假、产假、公众假期等福利。（7）办公环境：多功能员工休闲室、户外露天阳台、独立茶水间等。（8）感恩津贴：在中秋佳节为员工父母送上500-5000元不等的感恩津贴。（9）节日礼金：在我国传统节日送上节日礼金或礼品，以表心意。（10）活动经费：部门活动经费，用于部门伙伴聚餐、唱K等娱乐。（11）休假制度：公司实行5天工作制。（12）其它福利正在逐步完善中。二、乘车路线（1）地铁线：2号线飞翔公园A出口（（步行10分钟或坐电屏车由“飞翔公司—加华市场”直达公司楼下），***路线；地铁2号线：三元里站（第二路线）。（2）公交线：交电新村站、机场立交北站步行5分钟至景豪商务中心（3）具体路线可参考链接查询：http://www.zuoche.com/,网站营销策划/运营主管（跨境电商）
10000-20000/月,广州拓衡信息科技有限公司,,Java后端工程师
15000-19999/月,广州纷享科技推广有限公司,"职责：负责公司手机端、PC端网站平台的需求分析、技术架构、系统分析和核心代码工作， 管理开发项目，组织建设、培训与管理开发团队。要求：1-性别不限，25-35岁，本科以上学历，计算机相关专业；2-三年以上开发经验，有扎实的Java、PHP开发经验,熟悉Java，C++,python等编程语，熟悉Linux、eclipse；3-精通MySQL、oracle的开发、管理配置和优化，精通各类web开发和网站架构设计；4-具有优秀的系统分析能力和web项目案例者优先。",网站开发技术经理
4500-5999/月,广州壹正信息科技有限公司,岗位职能：1、根据UI设计师提供的设计图，实现Web界面，优化代码并保持在各浏览器下的良好兼容性；2、Web前端表现层及与后端交互的开发；3、配合后台开发人员实现产品界面和功能；4、成功开发过中小型Web应用程序，具有良好的UI交互实现能力；5、至少了解一种服务器编程语言，如Java、PHP、Python等；6、能够熟练运用 HTML、CSS、JavaScript 构建高性能的web应用程序；7、能够熟练运用Jquery，掌握AngulayJS等前端MVC框架者优先考虑；8、掌握Bootstrap等CSS框架者优先考虑；9、具有良好的代码书写丶注释习惯；10、具备解决问题能力，有较强的的学习心，对於新技术有极大的好奇心；11、熟练 Mac系统尤佳。上班地址：广州市番禺区西环路沙园下街18号,网页前端设计师
8000-9999/月,武汉软帝信息科技有限责任公司,1、负责核心代码与组件编写、项目代码审查与确认，共享重用代码库开发；2、负责东风日产电商平台、微信的web/wap应用设计及开发；3、负责系统性能优化和技术攻关；4、负责开发项目需求分析、组织、管理、维护及开发。任职要求：1、半年以上工作经验，有实际开发经验者优先；2、精通java/php/pyhon中至少一种编程语言。java领域熟悉spring、struts、hibernate/mybatis等java技术框架；pyhon领域熟悉Djiango、jinjia2等技术框架；php领域熟悉ci、thinkphp等技术框架；3、熟悉sql语言，能编写复杂sql语句，精通mysql；4、熟悉WEB前端开发以及有Javascript、Bootstrap开发经验者从优；5、熟悉常用的web服务器比如tomcat、apache、nginx等，有大并发、大压力系统开发经验者优先；6、具备较强的学习、组织协调及人际沟通能力；7、热爱电商行业，吃苦耐劳，能承受工作压力。,pyhon工程师
7000-17000/月,广东万事泰集团有限公司,岗位职责1、负责研究所服务器架构设计与建设；2、负责研究所项目服务器端平台开发、测试、维护；3、协助编写整理项目相关文档的；4、持续对技术架构进行完善优化，并进行适当的技术储备。任职要求1、三年以上Java开发工作经验，两年以上的互联网领域开发经验；2、熟悉TCP、HTTP协议，有Socket编程相关经验优先；3、精通关系型数据库（MySQL）、非关系型数据库（MongoDB）的应用开发；4、掌握Spring MVC、MyBatis、Hibernate等流行框架的运用；5、有丰富的Tomcat、Nginx集群服务部署、优化经验优先；6、能独立阅读英文技术资料，有阅读开源代码经验者优先。7、有基于node.js、python服务器端开发经验优先8、有OT硬件云开发经验优先欢迎符合要求的人员将简历投至我司邮箱：hr03@mastergroup.com.cn联系电话：0766-2925786此岗位上班地点：云浮市新兴县（总部），管吃住，可接受均可投递；,服务器架构工程师
7000-12000/月,深圳市彩讯科技有限公司,职位描述：-负责移动互联网平台类产品的运维保障；-负责应用系统的架构评估、业务监控、持续交付、应急响应、容量规划等；-深入理解应用体系架构，发现并解决重大故障及性能瓶颈；-持续的创新和优化能力，提升平台整体服务质量，改善用户体验；-熟悉系统业务应用逻辑，为客户提供数据及技术支持；-执行并优化团队工作流程，提出改善性建议。资格要求：-两年以上系统运维或开发经验，有运营级IT系统运维经验者优先；-熟悉Linux操作系统和TCP/IP协议工作原理，熟练使用Shell/Perl/Python中至少一种语言；具有较强的学习能力、逻辑分析能力、问题排查能力；具有较强的工作主动性，工作认真、负责、细致、敬业；有钻研新技术的热情和能力，善于交流和表达；能承受较大的压力，富有团队精神；,中高级运维工程师
4000-8000/月,广州动通互联网金融信息服务有限公司,职责：1.从事金融及电子商务大数据的分析2.完善报表系统岗位要求：1.计算机、数学、统计等相关专业本科及以上学历（硕士或博士加分）；2.精通SQL语言，能编写存储过程，精通Mysql\Oracle；3.熟悉Linux/Unix平台上的开发环境；(以下的一项或多项部分匹配即可)4.一年以上大规模数据分析、挖掘相关工作经验；5.熟悉C/C++、python、Java、R语言等编程语言与工具（一项或多项）；6. 熟悉Hadoop生态系统/ Storm / Spark / Hbase等且有丰富实战经验者优先；7.有BI系统搭建经验者加分，熟悉MogoDB、MySQL、NoSQL等数据仓库开发者加分；8.熟悉信用建模、电子商务等领域者加分。,金融大数据挖掘工程师
8000-9999/月,广州天源迪科信息技术有限公司,"岗位职责：1．负责Hadoop/Spark集群调优；2．参与Hadoop的MapReduce、Hive、Hbase应用开发；3．主导维护和管理大规模Hadoop集群，参与新技术选型和调研，解决不断增长的海量数据带来的存储和计算挑战；4．大数据平台数据清洗、转换、建模的开发工作；5．负责流式计算平台开发结合业务的应用、处理实时数据、实时应用场景的开发。招聘要求：1. 对Hadoop / Spark 生态系统组件（HBase、Hive、Pig、ZooKeeper、Mahout等）熟悉，对Flume、Kafka熟悉；有实际的集群搭建和调优经验者优先；2. 有2年相关工作经验，有机器学习经验者优先考虑；3. 精通JAVA语言开发,有大数据平台架构经验优先；4. 熟悉Linux开发环境；熟练掌握Python、Shell、Perl中的一种；5. 掌握或了解非结构化数据的保存、分析、访问、调优，掌握或使用过至少一种Nosql的开源产品，并真正用于项目中，如mongoDB、 Redis、Cassandra等；6.本科及以上学历，统计学，数学、计算机等相关专业。其他：具备搜索引擎、电商、社交网络、云平台的开发、运维经验者优先。",大数据平台工程师(初/中/高)
10000-18000/月,深圳天源迪科信息技术股份有限公司,"岗位职责：1. 负责公司系统数据的整合和分析, 主导数据挖掘算法的设计和开发:2. 提取交管数据的特征, 建立交管数据模型, 进行聚类, 关联,分类分析等；3. 负责业务数据的收集、转换、存储、分析，为用户提供数据报表；4. 开发可靠、高效、准确的离线/实时计算代码；5. 建立和维护大数据基础设施，解决海量数据存储、计算的问题；6. 从数据分析业务指标和系统运行情况。职位要求1. 良好的数学功底, 建模能力和编程能力；2. 熟悉常用的机器学习模型的数学原理；3. 有丰富的大规模机器学习算法开发和应用经验；4. 熟悉hadoop生态，熟悉某个实时计算框架；5. 熟悉mysql、oracle等关系型数据库，熟悉linux系统；6. 熟练使用sql，熟悉python、java等编程语言；7. 熟悉分布式/高性能计算系统, 有map-reduce, spark，storm等开发经验优先；8. 有交通行业数据开发、数据分析经验优先;9.具有分布式系统、web开发经验优先。",急速入职：数据分析师
6000-7999/月,广东卡诺亚家居有限公司,1.负责微信公众平台消息接口开发，负责系统的技术架构和概要设计；2. 能够独立完成详细设计及编码、进行代码审查；3. 负责微信公众平台所需要的接口和数据管理，API数据接口开发工作；4. 负责公司微信公众订阅号/服务号的接口设计、开发、数据管理、日常维护和其它后台维护管理工作。岗位要求：1.   熟悉微信公众平台开发流程，负责微信各种接口设计、开发和维护；2.   具有Web前端开发经验，掌握HTML（DIV+CSS）、Html5/CSS3、Ajax等技术；3.   熟悉mySQL数据库操作，必须熟练掌握php语言，懂java，python，ruby语言的其中一种或多种，熟悉HTTP协议4.   对微信公众平台上微网站、微应用开发有较深的理解与应用；5.   有实际的针对微信接口编程经验，能独立完成针对微信公众服务号的项目开发设计。,微信开发工程师
3000-5000/月,北京睿智融科控股股份有限公司,"岗位职责：1、负责公司业务平台的正常运行，协助定位并排除故障；2、负责公司产品的维护及售后，已经公司业务服务端的维护；3、负责相关故障、疑难问题及时的排查和处理, 各类突发故障和事务的应急响应；4、客户投诉的接洽与处理，对客户的投诉给出合理的解释，并实施相应处理；5、公司新业务执行的技术支持，保证业务的准确执行；任职资格：1、计算机及相关专业专科以上学历；2、至少熟悉如下一种脚本语言，比如shell、perl、python等；3、掌握nginx、iptables、mysql等linux下常见配置；4、强烈的责任心，良好的沟通和推动能力；5、工作地点为广州。",Linux运维工程师
6000-7999/月,北京国科恒通电气自动化科技有限公司,岗位职责：1、根据任务清单，完成一般功能的设计和实现；2、根据需求规格和系统设计文档，参与相关子系统和模块的详细设计；3、负责所属模块的单元测试；4、协助测试人员开展测试工作，并负责修改缺陷，完善软件模块；5、负责撰写所属模块的开发文档；6、完成上级安排的其他工作。任职要求：1、精通html/css/JavaScript等前端相关技术；2、精通DIV+CSS流动布局HTML代码编写，了解CSS3+HTML5优先；3、掌握JavaScript语言核心技术DOM、BOM、Ajax、JSON等，熟悉对象化Javascript编程，熟悉javascript应用框架（如prototype/jQuery/YUI/Ext至少一种）；4、有移动设备开发相关工作经验；5、熟练使用各种常用JavaScript调试工具，如Firebug；6、熟悉至少一种流行的js框架，最好是jQuery；7、了解一种后端语言（Java/C/C++/python/php/nodejs等）优先；8、熟悉W3C标准，了解HTML5，做好主流浏览器的前端效果兼容。,JavaScript开发工程师（广州）
15000-19999/月,广州翰德企业管理咨询有限公司,负责委外开发项目（数码支持系统-云平台）的系统架构审核、业务监控、持续交付、应急响应、容量规划等；负责该系统的日常管理和维，为云平台的稳定、高效运行负责，支撑客户业务快速发展；深入理解云服务/大数据平台架构，组织、协调内外部资源发现并解决相关故障及性能瓶颈，打造符合公司业务发展需求的的云服务/大数据平台样板工程；持续的创新和优化能力，提升产品整体质量，改善用户体验，控制系统成本；负责产品开发、技术开发项目中相关数码技术支持；支持配合其他非研发项目，完成上级交代的其他工作；职位要求：全日制本科以上学历，计算机、通信相关专业；2年以上相关工作经验，具备数据通信工程、云平台开发经验者优先；有开发经验优先，熟悉一门以上脚本语言(shell/perl/python等)，熟悉java/C/C++等开发语言一种及以上；熟悉容量规划、架构设计、性能优化；熟悉路由器、交换机等数通产品的配置维护管理；熟练掌握备份与恢复，了解各平台系统的数据管理；有很好的技术敏感度和风险识别能力，对服务器硬件及系统、应用排错分析排障有较高能力；善于团队协作，项目管理；主动思考，自我驱动力强，耐心度高，抗压性强,研发工程师
6000-10000/月,广州市希塔电子商务有限公司,岗位职责：1. 协助上级主管制定工作计划并按时完成工作进度2. 参与需求沟通、评审，完成对应系统的设计与开发3. 负责公司网站系统的开发、实施和维护岗位要求：1. 大专及以上学历，2年以上的PHP开发经验2. 精通LAMP，LNMP架构下的开发流程和代码管理，开发过第三方的接口3. 熟悉PHP面向对象的设计方法，具备良好的代码编写习惯，至少熟悉一种开发框架4. 熟悉Mysql数据库，能独立完成表结构的设计和SQL语句优化5. 熟练掌握Html、Javascript、JQuery、Div/Css、XML等知识6. 有对新技术不断探索和研究的精神，工作有激情，有创业精神7. 有良好的团队合作能力、沟通能力、学习能力和自我管理能力8. 熟悉AWS相关服务的优先9. 熟悉Python、Java等语言的优先福利待遇：1. 工作时间：周一到周五，9:00-18:302. 按照国家法定节假日正常休假3. 五险一金4. 每月一次团队活动，聚餐、K歌、户外活动等等5. 节日福利、不定期的红包、免费换包包等各种优厚待遇工资待遇：6-10K，试用期3个月,PHP开发
,PwC 普华永道,,Associate/Senior Associate-Risk Assurance-Assurance-GZ
100000-180000/年,广东拓思软件科学园有限公司,1、本科以上学历，计算机、信息管理、通信等相关专业毕业。2、具备5年以上的开发或测试经验，其中1年以上的项目管理经验。3、精通软件测试技术和理论、测试流程、测试用例设计方法。4、精通软件性能测试，至少熟悉一种性能测试工具，如Loadrunner、Jmeter等，掌握常用协议的性能脚本开发。5、熟悉Windows、Linux/Unix操作系统，熟悉Linux/Unix基本命令和Shell脚本编写，熟悉Oracle、SQL Server、Mysql等数据库中任意一种数据库，熟悉Apache、Weblogic、Ngnix、Tomcat、Jboss等任一中间件的配置与优化。6、熟悉Java或.Net平台编程，有Shell或Ruby/PHP/Perl/Python等使用经验者优先。7、具备以下某一专项领域技能：（1）具有信息安全测试经验者。（2）具有移动互联网、Android/IOS APP测试经验者。（3）具有单元测试/白盒测试、性能调优经验者。（4）具有测试开发经验者。,高级测试工程师（广东软件评测中心）
8000-15000/月,广州市玄武无线科技股份有限公司,岗位职责：1、根据公司、部门要求完成日常的运维工作；2、根据部门流程要求完成相应的日常预警工作；3、根据部门要求完成日常值班要求；4、响应三方部门的业务查询请求；5、配合三方部门进行服务调整、业务调整工作；6、配合技术进行平台升级及调整工作；7、根据公司业务方向进行现有平台的运维优化工作。任职要求：1、本科学历（统招），2年以上中大型企业实际运维工作经验；2、深入理解Linux、windows系统，熟悉 Windows/Linux操作系统常用命令；3、对Nginx、Apache、IIS、Tomcat、MySQL等有一定的维护经验；4、熟悉shell编程，熟悉Python、Ruby、Perl、php等一门动态语言；5、熟悉Cacti等监控工具的使用及配置。,运维工程师
10000-14999/月,广东汇能网络科技有限公司,"职位描述：1、根据项目需要，实施经过合法授权的主机、网络和Web安全渗透测试；2、编写渗透测试报告和对客户进行信息安全培训；3、提供网络安全攻防技术培训演练及应急响应工作。4、对互联网领域的重大安全事件进行跟踪、分析；5、对安全领域的新技术、新方法进行研究。任职资格：1、熟悉渗透测试的步骤、方法和流程；2、熟悉常见攻击和防御办法，熟悉web安全和渗透技术，能自行进行web渗透测试，WEB代码漏洞挖掘和分析；3、熟悉主流操作系统、数据库、网络与应用系统的工作原理，全面掌握常见的安全漏洞及利用技术；4、熟悉主流的Web安全技术，包括SQL注入，XSS，CSRF等OWASP TOP 10安全风险；5、熟悉国内外主流WEB安全产品、工具，如：Nmap,SqlMap，穿山甲，APPScan、Inspect、wvs等Web扫描工具；6、能搭建各类渗透测试的演示环境； 能够熟练运用各种手段对系统实施有效的渗透；7、熟悉防火墙、IDS、IPS、漏洞扫描、渗透测试的原理及操作，熟悉交换机和路由器的配置，熟悉主机系统（unix、windows）安全防护技术；8、熟练使用常见渗透工具，如metasploit等；9、具有良好的团队合作精神、专业素养、沟通能力和文档编写能力；10、精通或熟悉掌握perl/python/javascript/shell等一种或多种脚本语言；11、能独立编写相关黑客工具，在知名网站及论坛发表过文章，或在各CTF大赛中取得优秀成绩者优先考虑。",渗透测试工程师
6000-7999/月,广州三毛信息科技有限公司,岗位职责：1、负责服务端的需求分析、产品架构设计以及小组的日常管理工作;2、领导和管理项目团队，参与互联网软件产品.3、参与项目的技术框架设计和技术方案确定，协调处理项目相关的技术难点问题。任职要求：1. 精通Java或php程序开发，至少熟悉一门脚本语言(python、shell、perl);2. 熟悉面向对象编程和多层架构的设计和开发及常用设计模式；3. 熟悉数据库相关知识，能够熟练应用MySQL、Mongdb、Redis等数据库进行设计和开发;4. 熟悉liunx&unix平台、虚拟化、数据同步、灾备、服务器群集、高并发、负载均衡等主流技术;5. 技术文档编写能力较强&掌握专业英语，能够通读相关专业英文资料;6. 善于沟通和解决问题，能承受压力，乐于接受挑战，有高度责任心和团队精神；7、有旅游行业的互联网开发经验优先。公司福利：1、体检：每年统一安排一次全员体检。2、节日福利：端午、中秋节等节日礼物。3、庆生祝福：为过生日的员工庆生，赠送小礼物一份。4、商业险：为出差国外的同事购买美亚境外险。5、下午茶：工作日下午为同事准备能量食品。6、每月活动：每月组织一次互动活动。7、学习：a、成立公司图书馆，创造不断进取的企业文化，购买员工需求书籍；b、根据公司需求，结合员工的诉求，提供在职进修学习的机会；c、每月不低于1次培训或者学习分享。8、优秀员工奖。9、提前转正：3个月试用期还可以提前转正哦。10、全勤奖。11、弹性工作。12、每月全薪病假1天。13、年度旅游。,php/JAVA工程师
1+ /月,广州万方计算机科技有限公司,职位一：资深渗透工程师岗位职责：1、负责渗透测试方案、计划的编制；2、负责渗透测试工具的开发和调试；3、负责对信息系统涉及的网络设备、服务器操作系统、数据库等内容进行渗透测试，并编制相关的测试报告；4、负责对信息系统操作系统、数据库的安全漏洞和风险进行研究；5、负责对各类网络网络设备的安全漏洞和风险进行研究。任职资格：1、熟悉常用网络协议、Windows/Linux/Unix操作系统、Oracle/db2/mssql／mysql数据库；熟悉web应用，具备WEB渗透技能； 熟练掌握一种或几种脚本语言，能编写相应的安全工具；2、理解OWASP风险评估中前十位Web攻击模式和评估方法，精通常见的WEB漏洞攻击方法：sql注入、xss、文件上传、文件包含、命令执行等漏洞；3、精通常见的WEB漏洞防范方法与安全审计；4、精通渗透测试，熟练掌握各种渗透测试工具，精通常见安全攻防技术；5、精通网络协议，操作系统基础扎实，熟悉和处理过常见网络攻击，如DDoS、DNS劫持等突发网络安全事件的快速处理；6、熟悉javascript、PHP、JAVA代码开发与安全审计；7、熟悉linux、unix、oracle、J2EE中间件等安全配置与安全检查；8、具有较强的沟通能力、团队合作能力、学习能力、文档撰写能力；9、分析问题和实际动手能力强，具有良好的团队合作精神。职位二：渗透工程师岗位职责：1、负责系统的信息安全渗透测试，包括WEB系统测试、专有系统测试、主机测试、网络测试；2、负责测试过程中与建设方、业主方的沟通协调，出具报告，整改建议；3、参与定期专项信息安全测试活动，如：等级保护、风险评估；4、负责部分事务性工作。任职资格：1、 具有渗透项目实施经验优先，计算机相关专业优先；2、熟悉WEB渗透、主机渗透、网络渗透相关的测试思路、方法，熟悉常用的渗透测试工具（如AWVS、metasploit、backtrack等）3、 熟悉网络知识、熟悉主流网络设备的功能、配置方法，熟悉数据库常用操作；4、 熟悉主流操作系统（如：AIX、HP_UX、RedHat、Windows），熟悉操作系统指令；5、 熟悉一种编程语言（如：C++、java、perl、python、PHP）。,渗透工程师/资深渗透工程师
6000-7999/月,中数通信息有限公司,岗位职责:1. 负责网络和服务器维护，保证系统稳定，提交应用平台的运行及维护报告;2. 负责保障服务器与数据库安全，检查并消除安全漏洞，编制安全检查报告；3. 负责网络和服务器故障排查处理，按照公司要求通知相关人员处理进度，编制故障报告;4. 负责网络、服务器监控和应急反应，确保系统稳定运作，编制监控报告;5. 负责应用平台的数据备份和完整性检查，编制数据分析报告;6. 配合高级运维工程师设计及部署相关应用平台。岗位要求：1、大专或以上学历，计算机相关专业；2、两年或以上Linux系统管理维护经验；3、熟悉使用Shell、Python等至少一门脚本语言；4、熟悉Web环境（Nginx、Tomcat、redis）安装、管理、性能调优、监控，对服务器的故障诊断有一定的经验；5、对数据库原理知识有一定基础，熟悉MysQL、Oracle，能独立安装部署、配置优化、备份恢复和故障诊断；6、熟悉使用Zabbix，Cacti，Nagios监控管理工具为佳。成为我们的员工，你将获得：★ 7小时工作制，周末双休，你能有充足的休息时间，工作生活得到平衡；★ 我们为你提供有竞争力的薪酬体系，包括基本工资、绩效考核工资、月度津贴、年功津贴、年终奖等，你的工作会有应有的回报；★ 我们为你购买全额的养老保险、医疗保险、工伤保险、失业保险、生育保险，为你购买12%的住房公积金，还额外为你购买商业保险，使你无后顾之忧；★ 你可以尽情享有国家规定的法定节假日及带薪年假、婚假、病假、产假、哺乳假、计划生育假、丧假等；★ 担心吃饭问题？我们有午餐补贴；电话打太多？我们有通讯补贴；6到10月高温时节上班辛苦？我们有5个月的高温补贴；担心电脑辐射大有健康问题？我们有健康体检；★ 公司长期组织篮球、羽毛球活动，爱运动的你不可错过。,Linux系统运维工程师——移互创新
10000-14999/月,北京新媒传信科技有限公司,岗位描述：1、基于Linux、MySQL为基础的业务系统进行现场问题分析及业务优化；2、过技术分析及逻辑，定位客户现场问题，并给予解决方案3、后方开发人员共同分析问题，共同对业务运行状态进行优化；4、后方运维人员共同对业务系统软件部署架构进行业务部署优化；5、支撑过程中遇到的问题修复排期等进行同步及管理；6、客户提出的合理性建议进行评估并与后台进行商榷答复；任职要求：1、有代码编写基础，掌握Python及SaltStack使用方法；2、熟练操作系统及常用软件服务器操作与原理；3、了解IMS组网原理及熟悉TCP/IP原理，具备网络包分析能力；4、一年以上应用软件维护经验及业务逻辑维护经验，具备通信产品维护经验优先；5、熟练使用主流监控工具及网络包抓包工具，具备网络包分析，日志分析能力；6、熟悉软件项目业务运作，思维灵活，具备较好的对外沟通能力；必要条件：1.广州互联网公司或广州办事处常驻2.掌握Python及SaltStack在运维中的应用3.了解IMS组网原理及熟悉TCP/IP原理并做过相关运维,运维开发工程师
10000-14999/月,广东耶萨智能科技股份有限公司,"工作职责1.基础平台是一个宏大的项目，根据您的经验和兴趣，您可能会负责下面的一个或者多个：2.建设高可用可扩展的公司级基础服务，支撑业务的快速发展；3.开发公共基础通信框架，让服务间通信高效、权限受控、优先级可配置；4.建立稳定而强大的数据平台，有效地支撑海量商业数据的、存储、分析和检索；5.改进和优化开发工具、开发流程、和开发框架，让工程师的协作开发更加便利和快速；6.积极参与招聘、为其他工程师提供培训和指导，加速团队的成长。职位要求1.3年以上的开发经验，精通一门或多门开发语言 (Java, C++, Python, Go等)；2.优秀的推动能力和沟通能力，实际的跨团队项目经验；3.优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；4.丰富的分布式系统、业务架构、或者大数据处理等方面的实际工作经验；5.计算机或相关专业本科以上学历。",基础组件开发工程师
5000-8000/月,广州穗通金融服务有限公司,"岗位职责：1、负责数据库的日常操作、安装、配置、监控、负载均衡、实时备份、恢复和管理；2、负责数据库的运行维护及管理等工作；3、依据业务需求优化数据存储结构 ；4、协助项目其他成员设计关键的SQL语句和触发器、存储过程、表等；5、通过数据库的日常检查，对性能较差的SQL语句提出优化方案 ；6、测试数据的装载、迁移。岗位要求：1、2年以上工作经验；2、掌握Oracle, MySQL数据库规划设计、安装、部署、排错与优化、维护管理、备份恢复等专业知识与技能；3、熟悉掌握Unix/Linux/Windows等操作系统日常管理维护工具，熟悉基本的shell编程；4、熟悉掌握DP、Legato、NBU等备份软件部署与维护管理；5、熟悉GOLDENGATE, DG等数据同步技术；6、熟悉掌握PHP、Perl、Python、Shell一种或多种脚本语言编程；7、有Oracle官方认证如(OCA,OCP,OCM)等优先；8、具备一定的数据库系统管理规划思路与文档设计能力。",Oracle数据库DBA
10000-14999/月,广东南华智闻科技有限公司,"工作职责:1、负责移动端微网站设计与开发开发2、与移动端产品设计人员配合,完成移动端网页部分开发3、负责移动端微网站模板设计与开发4、负责网站前端开发5、负责带领团队岗位要求:1、熟练HTML/XHTML、CSS3等网页制作技术，熟悉页面架构和布局；2、熟悉W3C标准，对表现与数据分离、Web语义化等有深刻理解；3、熟练JavaScript、jQuery，jQuery Mobile，Bootstrap等前端框架；4、对响应式设计(Responsive Design)技术开发有深入理解；5、拥有HTML5开发经验优先6、熟悉java、php 、python其中一名语言优先",前端开发主管
6000-8000/月,上海游民网络科技有限公司,岗位职责：1、 实现游戏业务逻辑，负责游戏后端开发实现；2、 与前端开发人员配置完成游戏逻辑交互功能；3、 项目开发过程中能及时反映技术问题及汇报项目工作情况。岗位要求：1、 计算机相关专业，专科及以上学历；2、 了解面向对象、设计模式、actor开发模式；3、 精通java基础，java高级编程；4、 掌握spring、hibernate等主流java开源框架技术；5、 熟悉mysql数据库、linux操作系统；6、 熟悉akka、scala、redis优先考虑；7、 熟悉python、php开发工具优先考虑；8、 1年以上游戏开发经验；9、 有良好的沟通、协调能力和学习能力，具备良好的团队合作精神，对工作积极严谨踏实，能承受较大的工作压力；10、优秀的应届生亦可。,JAVA开发工程师
13000-15000/月,广州卓游信息科技有限公司,"岗位职责：1、负责大数据基础平台、数据分析系统架构设计和开发；2、对游戏运行中产生的各种日志数据进行深入分析,生成包括游戏运营报告,游戏运行实时监控等各项分析结果；3、整个系统基于hadoop及相关开源项目(Flume,hive,kafka,spark,redis等)来构建数据分析平台。任职要求：1、大学本科计算机及相关专业学历；2、基础扎实，熟悉常见数据结构和算法；3、熟悉Python 、Jave 、Shell 语言，较强的独立开发能力，具备良好的代码风格；4、熟悉linux 系统，有一定的服务器优化经验者优先；5、熟悉spark 、Hive 、kafka 、storm 、Flume,了解Hbase，redis等 NOSQL更佳；6、有独立分析和解决问题的能力；7、能够承担一定工作压力，具备创新思维、具备团队协作精神；",大数据平台开发工程师
