salary,company,jobcont,jobname
10000-14999/月,广州银汉科技有限公司,岗位职责：1、负责业务服务器的维护、调试、优化及监控部署；2、负责游戏业务的部署、版本发布及变更；3、监控游戏业务的运行状态，及时处理游戏运行中出现的故障，保障游戏服务的正常提供；4、与运营及开发保持密切交流沟通，捕捉并实施运营过程中产生的运维需求；5、与运营及开发保持密切交流，分析业务发展的趋势，并提前准备所需设备和带宽资源；6、致力于提高日常运维效率、提高设备利用率和带宽利用率。任职要求：1、大专及以上学历，计算机类相关专业，3年以上的服务器维护经验；2、精通Linux的系统管理，对系统性能有一定的认识，对负载均衡、双机热备有认识；3、熟悉Apache、Iptables、Nginx、Mysql、Squid、Ftp等常见软件的基本配置和维护，精通shell、python至少一门脚本语言；4、有大型网站维护经验者优先。,高级运维工程师
8000-9999/月,广州招商速建互联网信息科技有限公司,"岗位职责：完成公司产品架构设计、代码编写、模型编写、DMP系统维护；其他要求：具有一种或多种以下技能：1、三年以上Java/PHP开发经验、微信公众号业务开发经验。2、熟悉Linux系统结构，熟悉linux环境下的APACHE、NGINX、LVS、TOMCAT等应用环境的部署与维护。3、Spring，Struts等应用，熟悉sqlserver或oracle等数据库的开发。4、熟悉SQL语言，至少掌握Oracle/Mysql/sqlserver数据库系统中的一种。5、熟悉Hive、Pig、Storm、ES等大数据开发工具6、熟悉Linux系统结构，能进行APACHE、NGINX、LVS、TOMCAT等应用环境的部署与维护。7、熟悉多种类型的网站结构，包括网站后台建设与维护。8、具有搭建数据采集平台，建立爬虫系统，通过对数据的抓取、解析、调度、存储等模块的拆分与优化，构建和完善统一的抓取服务平台初步经验；9、具备大规模网页爬虫开发经验,具备分布式爬虫架构经验。10、熟悉java ,python，js，php，nutch等 编程语言，熟悉 lucence 和 scrapy 等开源框架,熟练使用正则表达式11、统计、运筹，数学、信息技术、数据挖掘，计算机等相关专业，本科及以上学历优先。12、熟悉数据挖掘、分析，熟悉营销模型的结构和建立。13、熟悉使用某一种专业分析工具，例如 R/SPSS/SAS/Matlab等14、有优秀的交互原型设计能力，熟悉UCD方法和工作流程；15、拥有用户体验方面的知识，熟悉视觉设计、了解网页前端技术HTML/CSS 代码技能；16、熟练使用Photoshop、Flash、Dreamweaver等设计软件。",数据库工程师
5000-12000/月,广州四三九九信息科技有限公司,岗位职责1、负责配置游戏运行环境，安装部署游戏；2、游戏服务器的规划、监控，数据备份，日志分析，故障排除，性能调优等工作；3、研究运维相关技术，根据系统需求制定运维技术方案；4、研究系统架构、提高系统的健康性，参与运维流程制定、保证高效响应。任职要求1、精通Linux平台的业务维护；2、精通Nginx+MySQL+PHP的配置、使用、调优；3、熟悉Cacti，Nagios等监控软件的使用；4、了解Shell编程、熟悉PHP、Python语言任意一种语言优先；5、有较强的学习能力，热爱系统管理工作，有高度的责任心，喜欢钻研系统管理相关技术；6、对系统安全，入侵检测等有一定了解，能根据服务器的情况制定相应安全措施；7、具有网游运维经验、大型网站运维经验者优先；8  熟悉网络原理 具备一定的网络排障经验 对ISO 7层有一定的了解，具备CCNA或CCNP认证优先。,系统运维工程师
10000-14999/月,广州互爱信息科技有限公司,"【岗位职责】：1、负责运维平台的部署&搭建、系统监控、系统升级、系统安全、性能优化以及日常维护工作。2、负责游戏业务的部署、迁移、版本发布及变更。3、监控游戏业务的运行状态，及时处理游戏运行中出现的故障，保障游戏服务24x7稳定运行。4、分析排除系统、数据库、网络、应用等故障及错误。5、负责服务器的资源调配和系统安全、数据备份。【任职要求】：1.2年以上游戏运维经验。有维护联运游戏经验优先；2.熟悉网络基本原理，熟悉tcp/ip协议；3.熟悉tomcat、nginx、apache、resin、lighttpd等常用web服务器架设、调优和故障处理；4.熟练使用linux，了解操作系统原理，在Linux系统管理及优化有丰富经验；5.熟练使用zabbix、cacti、nagios等常用监控工具；6.熟练Mysql的管理维护及常见故障处理,熟悉sql语句；7.精通Shell、Python至少一门脚本语言，有运维平台开发经验优先；8.熟悉ansible、puppet自动化运维工具优先；9.熟悉反向代理、负载均衡和高可用技术优先；10.踏实肯干，抗压能力极强，能接受24小时随时候命；",运维工程师（游戏）
7000-15000/月,广州杰冠信息技术有限公司,岗位职责1.负责业务系统的部署和日常更新、监控及维护，确保业务系统的正常运行及应急响应。2.研究业务系统架构、实现性能优化，提高系统的健壮性。3.协助制定和改进部署、维护流程，提高服务运行质量。4.负责测试环境的维护及对日常IT的支持工作。5.参与系统的监控方案、容灾方案、自动化运维方案的制定和实施。任职要求：1.熟悉linux，熟悉shell、python编程。2.掌握tomcat、dubbo、redis、nginx、mq等中间件。3.熟悉oracle数据库，掌握sql语句，了解oracle的安装与维护。4.熟悉分布式系统架构，熟悉在线系统应用维护，熟悉http等网络协议。5. 具有优秀的团队合作和沟通协作能力、有责任心、能够接受加班,应用运维工程师（高级、中级和初级）
5000-12000/月,广州四三九九信息科技有限公司,工作描述1 、企业 Helpdesk 技术支持2 、企业有线、无线网络、 VPN 网络的规划、部署与维护；3 、内外网环境局域网的安全管理与防范，如：病毒、上网行为管理、流量控制等；4 、内部网关、 DNS 、 LDAP 服务器、 DHCP 等服务器的软硬件安装、故障排查、巡检、升级；5 、维护内部 IDC 机房，动力环境系统监控维护；6 、维护办公相关的考勤系统、电话 呼叫中心、视频会议系统、安防监控系统等；7 、内部 Fileserver 、邮件系统、即时通讯、等服务应用软件的搭建、维护、版本更新，以及帐户管理、使用培训、数据备份等；8 、入职、离职人员的网络帐号、权限的分配与回收；职能要求:1 、熟悉 TCP/IP 协议、计算机网络交换、常规路由原理，熟悉局域网常见故障，熟悉配置二、三层交换和路由；2 、熟练掌握 Linux 、 windows 的常用命令、工具和服务的配置，有脚本编写能力；3 、头脑灵活，喜欢钻研技术难题，有一定的抗压能力；4 、主动的服务意识、良好沟通能力；5 、应届&往届均可 有 Cisco CCNA 、 CCNP 或相关技术水平,IT运维
6000-8000/月,久邦数码,"岗位职责：1. 负责3G门户的所有系统运维；2. 现有产品的运维，编写shell脚本进行监控和维护，负责安装并配置服务器生产环境 。任职要求：1、良好的学习能力，能快速掌握新技术；2、熟练Linux系统的安装、配置及常用命令,熟悉linux下的常用应用nginx, php,mysql,apache,python,node.js,lua,redis,memcache等的安装配置；3、具有shell编程基础，熟悉常用的bash shell或c shell。4、熟悉网络的基础概念以及基本网络设备的使用,具有一定的网络安全知识；5、具有良好的沟通能力及团队合作精神；6、具有高度的责任心、抗压力，以及良好的沟通能力及团队合作精神，具有独立分析和处理故障的能力。",运维工程师
8000-15000/月,久邦数码,"1、精通linux操作系统,熟悉shell及脚本编程，熟练linux常用命令2、熟练使用python3、熟悉TCP/IP协议、网络协议，有良好的网络、安全、存储和计算机体系结构方面的知识4、熟练掌握 Zabbix监控系统5、熟悉linux下常用软件nginx、tomcat 等的使用与调优配置6、熟悉MSSQL/MySQL/mogoDb/memcached/redis等数据库的配置7、熟练掌握至少一种自动化配置工具，如Puppet、Chef等8、熟悉或具有主流IaaS平 台使用经验，如Amazon AWS、阿里云等9、强烈的责任心、良好的沟通和协调能力","高级运维工程师(mysql,方向)"
6000-9000/月,天讯瑞达通信技术有限公司,岗位职责：1.负责业务系统的部署和日常更新，日常监控和维护；2.确保业务系统的正常运行及应急响应；3.研究业务系统架构、实现性能优化，提高系统的健壮性；4.协助制定和改进部署、维护流程，提高服务运行质量；5.负责测试环境的维护及对日常IT的支持工作6.参与系统的监控方案、容灾方案、自动化运维方案的制定和实施。岗位要求：1.熟悉linux，熟悉shell、python编程2.掌握tomcat、dubbo、redis、nginx、mq等中间件3.熟悉oracle数据库，掌握sql语句，了解oracle的安装与维护4.熟悉分布式系统架构，熟悉在线系统应用维护，熟悉http等网络协议5. 具有优秀的团队合作和沟通协作能力、有责任心、能够接受加班,应用运维工程师
15000+ /月,广州太乙信息科技有限公司,"主要负责系统的分析、设计、架构。任职要求：1. 6年以上Python开发经验，熟悉Web Server架构，具有6年以上Web Server开发经验，6年以上互联网软件设计、分析、架构经验。2. 熟悉Nginx + Gunicorn + Django框架,分布式搜索elasticsearch框架。3. 了解Reactor模式,了解一种具体的Reactor实现(不限于Django, twisted, tornado, gevent, node.js)。4. 熟悉MySql，Oracle数据库。5. 良好的编码风格和编程习惯，对高质量的代码有执着的追求。6. 良好的团队精神和沟通能力。高度的事业心和责任感，工作认真负责，具有良好的职业操守。7. 全日制大学本科及以上学历。满足如下要求的优先考虑：1. 提供github地址或能代表自己实力的开源代码优先考虑；2. 对Centos，redhat系统有深入了解；3. 熟悉Web服务器如Nginx的配置；4. 了解基本的前端技术，HTML, CSS，JS；5. 了解分布式搜索elasticsearch框架。员工福利：1、实行每天7.5小时，每周5天的工作制，工作时间：9：00--18：00；2、五险一金：完善的社会保险，包含养老、医疗、工伤、失业、生育与住房公积金；3、企业年终奖；4、法定公众假期、定期的员工活动；5、其他福利：公司集体旅游；免费咖啡奶茶、水果零食。地址：广州市天河区天河东路153号国德大厦910（太古汇后）乘车路线：地铁三号线石牌桥站、地铁一号线体育中心站、公交天河东路站联系电话：020-87577326 刘小姐职位申请方式：1、通过招聘网站投递简历；2、直接发送简历至hr@mtaiyi.com，邮件主题为：姓名-职位（请将简历粘贴于邮件正文发送）。",Python系统架构师（急聘）
10000-14999/月,有米科技股份有限公司,"1. 两年以上互联网应用开发经验。2. 熟练掌握Python语言，熟悉Django，Tornado, 有Python开发项目经验，或您对python深入开发有兴趣。3. 熟练操作Linux，能够进行基本的脚本编程和系统维护。4. 熟悉MySQL数据库应用开发，了解MySQL性能优化等基本操作技能。5. 具备强烈的责任心，对工作有激情，良好的沟通能力，良好的团队合作精神。加分:1. 对Linux系统有深入了解；2. 熟悉Web服务器如Nginx的配置 ；3. 了解基本的前端技术，HTML, CSS，JS ；4. 了解Android/IOS客户端研发；5. 具有数据处理及分析方面的经验",python开发工程师
6000-15000/月,广州中国科学院计算机网络信息中心,"岗位职责：1、完成服务端程序代码开发及代码审核、质量控制；2、对所开发的功能进行测试并建立和完善开发文档；3、持续重构与维护组件保持可用性和稳定性。任职要求：1、熟悉面向对象的设计思想，熟悉RESTful web service 规范；2、熟悉Python语言，熟练使用Python标准库和流行的第三方库；3、熟悉Tornado等常用开发框架，有研究过其源码优先；4、熟悉TCP/IP协议及HTTP协议, 了解基本的前端技术，HTML、CSS、JS、Ajax等；5、熟练使用mysql，熟悉mysql的各种存储引擎，熟悉索引工作原理，有丰富的mysql性能优化经验优先；6、熟悉以下主流服务器端开源系统或者其中一部分：Redis/MongoDB/RabbitMQ/Memcache/Nginx；7、对代码和设计质量有严格要求，重视Code Review，知道良好的编程习惯的标准；8、具备强烈的责任心，对工作有激情，良好的沟通能力，良好的团队合作精神，能够承受一定的工作压力。",Python研发工程师（无线城市战队）
10000-14000/月,广东邮电人才服务有限公司,"岗位职责：1. 深入分析业务需求为软件开发提供架构设计，带领团队进行系统架构、设计、开发、测试、部署，并持续提升系统安全性、稳定性和性能；2. 遵循公司的项目管理和软件开发流程,在规定时间内提交合乎要求的产品；3. 主持和参与项目系统逻辑模型和物理模型设计并实现原型，配合开发项目的环境搭建，项目推进过程中与需求方和实施方就具体的技术点进行沟通和转化等；4. 负责日常的服务器软硬件、系统与应用平台管理；能对公司各种应用的服务器的安装、配置、管理、优化和监控；5. 负责IDC网络安全的管理及广域网流量策略制定及管理；6. 管理技术团队，制定工作标准和流程，确保团队及成员能够明确共同目标，并能进行良好的协调和合作；7. 负责核心部分代码的编写，指导和培训初中级工程师；8. 按时、保质完成公司产品计划的工作任务；9. 根据新技术发展，不断完善公司各业务平台。岗位基础要求：1.20岁以上，大专及以上学历，计算机或相关专业；2.思路清晰，做事有条理，具有良好的沟通能力和理解能力，有耐心，注重团队合作，学习能力强，对前沿技术有理解和应用能力；过硬的职业操守，良好的编码习惯以及文档习惯；工作积极主动，高效；自觉完成工作；愿意接受挑战。岗位技术要求：1.三年以上的大规模高并发访问的Web应用架构设计和开发经验或大型互联网企业相关工作经验；2.精通Java/ C#/PHP，等程序开发语言中1~2种，熟悉多线程，并发处理；3.扎实的Linux基础、性能调优、故障定位处理经验；熟悉TCP/IP协议；4.精通运维问题的分析、解决和优化，精通IT服务架构；5.熟练使用Nginx,Apache,Redis,Iptables,lvs、mysql、MSSQL、Oracle、sybase主流数据库及内存数据库的设计、优化、管理、维护，具有分布式部署经验；6.熟悉至少一种常见的开源监控工具（如 Zabbix,Nagios 等）的配置及部署；7.熟悉Python、shell；8.精通大型互联网产品技术分布式架构方案和设计模式，掌握分布式文件，分布式缓存，分布式消息系统，分布式搜索，分布式协同处理等大型分布式基础架构的设计，精通分布式架构体系中的服务规范体系；9.有丰富的系统功能需求、框架和技术标准制定的经验，对多种框架如Struts 、Hibernate、Spring、Ibatis、Guice、JUnit、TestNG等有深入的了解。10.拥有一定的技术团队管理经验更佳。工作地点：广州海珠区海联路薪酬待遇：10000元-14000元/月，具体面谈。福利：购买五险一金、意外保险、人寿保险其他待遇：1．工作满一年后可享受带薪年假；可享受婚假、产假等国家规定假日；2．加班有补休，公共节假日加班有加班费.公司有完善的培训体系，注重员工成长与发展；3．公司经常组织工会活动，关注员工生活。",系统架构师
15000-19999/月,广州荔支网络技术有限公司,"职位名称：高级运维工程师（15K~20K），简历投递邮箱：hr@lizhi.fm岗位职责：1、	负责制定运维资源需求及运维计划2、	针对应用系统功能使用，支持相关业务流程变更或升级，配置相关系统参数、业务数据事项。3、维护所有机房设备，保证网络正常并建立警报机制。4、产品使用的网络状况监控与故障响应，同时做好内部归类、总结。5、负责制定应用系统的管理制度、应急机制和保障方案，并贯彻执行。6、开发运维平台系统岗位要求：1、大专以上学历，三年以上系统工程师运维工作经验。2、精通Linux系统管理，熟悉Kernel调优，有性能监控和优化工作经验。3、熟练使用Nginx,Apache,Varnish,Memcached,Mysql,Redis,Iptables,dns,lvs等技术。4、熟悉MySQL数据库优先。5、有软件开发经验，掌握shell/perl/php/python中的一种或两种脚本编程语言者优先。6、具备大型及分布式数据中心整体架构设计与规划能力，能规划和维护千万级PV的多IDC网络结构优先。7、有过自动化运维的经验，如puppet的使用优先。8、有虚拟化、云计算、CDN经验优先。薪资、福利待遇：1、	月薪：15K~20K，工作满一年后至少有14薪，有项目奖金；2、	员工健康保障：公司每天免费提供由专人烹饪的午餐与晚餐，每天提供下午茶；每年至少一次员工体检；3、	健康奖励：坚持跑步，公司赠送Nike正品跑鞋；4、	齐全的五险一金；5、	旅游年假补贴：工作满一年，可获得一周旅游假（非年假），并享受公司旅游补贴，国内旅游补贴3000元，国外旅游补贴5000元；6、	丰富的集体活动：公司定期组织天台烧烤活动、观看电影、外出旅游（每年至少有一次出省（或出国）旅游）等；7、	其他福利补贴：各种节日礼品、礼金。简历投递邮箱：hr@lizhi.fm",高级运维工程师
8000-10000/月,广东邮电人才服务有限公司,"职位描述:岗位职责：1. 遵循公司的项目管理和软件开发流程,在规定时间内提交合乎要求的产品；2. 配合架构师进行开发项目的环境搭建，项目推进过程中与需求方和实施方就具体的技术点进行沟通和转化等；3. 负责日常的服务器软硬件、系统与应用平台管理；能对公司各种应用的服务器的安装、配置、管理、优化和监控；4. 负责IDC网络安全的管理及广域网流量策略制定及管理；5. 良好执行工作标准和流程，能使团队成员进行良好的协调和合作；6. 负责重点功能代码的编写，指导和培训初级工程师；7. 按时、保质完成公司产品计划的工作任务；8. 根据新技术发展，不断完善公司各业务平台。岗位基础要求：1.20岁以上，大专及以上学历，计算机或相关专业；2.思路清晰，做事有条理，具有良好的沟通能力和理解能力，有耐心，注重团队合作，学习能力强，对前沿技术有理解和应用能力；过硬的职业操守，良好的编码习惯以及文档习惯；工作积极主动，高效；自觉完成工作；愿意接受挑战。岗位技术要求1.两年以上的大规模高并发访问的Web应用架构设计和开发经验或大型互联网企业相关工作经验；2.精通Java/ C#/PHP，等程序开发语言中1~2种，熟悉多线程，并发处理；3.扎实的Linux基础、性能调优、故障定位处理经验；熟悉TCP/IP协议；4.精通运维问题的分析、解决和优化，精通IT服务架构；5.熟练使用Nginx,Apache,Redis,Iptables,lvs、mysql、MSSQL、Oracle、sybase主流数据库及内存数据库的设计、优化、管理、维护，具有分布式部署经验；6.熟悉至少一种常见的开源监控工具（如 Zabbix,Nagios 等）的配置及部署；7.熟悉Python、shell；8.精通大型互联网产品技术分布式架构方案和设计模式，掌握分布式文件，分布式缓存，分布式消息系统，分布式搜索，分布式协同处理等大型分布式基础架构的设计，精通分布式架构体系中的服务规范体系；9.对多种框架如Struts 、Hibernate、Spring、Ibatis、Guice、JUnit、TestNG等有深入的了解。工作地点：广州海珠区海联路薪酬待遇：8000元-10000元/月，具体面谈。福利：购买五险一金、意外保险、人寿保险其他待遇：1．工作满一年后可享受带薪年假；可享受婚假、产假等国家规定假日；2．加班有补休，公共节假日加班有加班费.公司有完善的培训体系，注重员工成长与发展；3．公司经常组织工会活动，关注员工生活。",高级开发工程师
20000-24999/月,广州维猎网络技术有限公司,"岗位职责：1、全面负责公司网站技术平台的技术架构和实施；2、负责技术团队建设和管理，注重人才培养；3、带领技术团队构架、研发、设计，完成网站技术平台及产品开发，以及日常维护、升级管理；4、保证公司网络和技术型产品的安全性，制定技术部门保密方案和计划；5、建立规范、高效的技术部门管理体系并优化完善，监督指导技术部门工作人员的整体工作情况；6、根据公司的文化和发展，做好技术团队的招聘、培训和 激励等相关管理工作；7、带领各个技术团队不断提高技术技能和开发效率，从技术层面持续提高用户体验；8、规范化标准化研发流程以及过程的质量控制，并且维护好平台技术文档。岗位要求：1、本科及以上学历，5年以上互联网开发及管理经验，有大公司工作经历背景优先考虑。2、精通基于PHP开源框架的开发(thinkphp,YII,swoole为佳)，精通Web service等互联网开发技术，另外至少具备掌握shell、Python脚本语言中的一种，熟悉HTML、XML、css、PHP、JavaScript、AJAX等。3、熟悉Linux系统、nginx以及apache服务器，熟悉Mysql性能优化、具有mysql多主多从复制经验,熟练使用rabitmq.redis等开源软件4、熟悉服务器集群、负载均衡方案，熟悉数据库的分布方法，架构并实现过百万PV级的系统平台，有服务器安全防护经验为佳。5、能够把握电子商务技术最新发展趋势和业务发展动向，制定长期战略规划；6、对互联网格局有深刻理解，具有很强的业务理解和技术实现能力；7、具有优秀的团队管理经验及良好的沟通表达能力，可以承受较强的工作压力。",技术经理
20000-24999/月,广州维猎网络技术有限公司,"工作职责：1.   负责公司PHP相关产品或项目的技术需求的整理和分析；2.   负责确定项目或产品的技术架构设计和整体技术路线，研究引入新的技术、方法和编程思想；3.   负责系统开发前期的技术研究探索，解决系统开发中的技术难题；4.   负责项目质量跟踪，建立和维护代码质量标准以及bug管理，保证代码的执行效率；职位要求：1.   本科及以上学历，计算机相关专业 4年以上Web开发经验；3年以上PHP专职开发经验。2.   熟悉LINUX，NGINX，MYSQL，PHP（LNMP）服务器环境搭建及设置；3.   熟悉MySQL，及其性能优化，能独立设计高负荷的数据结构，熟悉memcached , redis等缓存的特性，熟悉rabbitMq优先4.   熟练掌握shell、Python其中至少一种脚本语优先5.   熟悉PHP主流框架及其工作原理如thinkphp，swoole，YII等6.   熟悉面向对象的分析和设计技术，了解单元测试，静态检查实现机制。有成功案例优先。7.   熟悉NGINX，DB，CACHE，分布式解决方案，有大流量网站（日PV100万以上）优化解决方案8.   工作认真负责，学习能力强，喜欢在技术领域内钻研，能够快速定位和解决系统中的性能方面问题9.   具备良好的团队合作精神，能融入多功能团队并与其他同事进行良好的沟通及合作，具备独立分析和解决问题的能力10.  至少在两个项目中承担过核心开发工作，可以带团队完成项目,大公司工作经历背景优先考虑。",高级php工程师
7000-12000/月,Forgame——云游控股集团,岗位职责：1、公司下一代云服务平台的构建和运维工作。2、公司现有云服务平台的运维工作。3、公司各类IT系统的构建和运维工作。职位要求：1、2年以上互联网公司大规模服务器集群自动化运维经验和APM系统构建经验，精通Hadoop、Hive、Nginx、MySQL、Redis、ELKstack等常用互联网技术stack的部署、监控和调优，精通Ansible、Zabbix运维工具。2、熟悉CMDB相关理论知识和具备CMDB实际项目经验，熟悉ITOP或CMDBuilder的优先。3、熟悉Docker容器技术及相关编排管理系统、监控系统，具备实际应用过Docker技术到持续集成或持续部署或生产环境的经验，熟悉Kubernetes或Mesos的优先。4、熟练使用Shell、Python脚本编程，熟悉Go的优先。5、熟悉国内外主流IaaS、PaaS云厂家的产品使用和运维、监控技术，包括但不限于阿里云、腾讯云、金山云、AWS、Digital Ocean。6、良好的团队合作意识，有强烈的责任心和积极主动的工作态度，较强的沟通能力和表达能力。,高级运维工程师
20000-24999/月,广州维猎网络技术有限公司,"岗位职责：1、全面负责公司网站技术平台的技术架构和实施；2、负责技术团队建设和管理，注重人才培养；3、带领技术团队构架、研发、设计，完成网站技术平台及产品开发，以及日常维护、升级管理；4、保证公司网络和技术型产品的安全性，制定技术部门保密方案和计划；5、建立规范、高效的技术部门管理体系并优化完善，监督指导技术部门工作人员的整体工作情况；6、根据公司的文化和发展，做好技术团队的招聘、培训和 激励等相关管理工作；7、带领各个技术团队不断提高技术技能和开发效率，从技术层面持续提高用户体验；8、规范化标准化研发流程以及过程的质量控制，并且维护好平台技术文档。岗位要求：1、本科及以上学历，5年以上互联网开发及管理经验，有大公司工作经历背景优先考虑；2、精通基于PHP开源框架的开发(thinkphp,YII,swoole为佳)，精通Web service等互联网开发技术，另外至少具备掌握shell、Python脚本语言中的一种，熟悉HTML、XML、css、PHP、JavaScript、AJAX等；3、熟悉Linux系统、nginx以及apache服务器，熟悉Mysql性能优化、具有mysql多主多从复制经验,熟练使用rabitmq.redis等开源软件；4、熟悉服务器集群、负载均衡方案，熟悉数据库的分布方法，架构并实现过百万PV级的系统平台，有服务器安全防护经验为佳；5、能够把握电子商务技术最新发展趋势和业务发展动向，制定长期战略规划；6、对互联网格局有深刻理解，具有很强的业务理解和技术实现能力；7、具有优秀的团队管理经验及良好的沟通表达能力，可以承受较强的工作压力。",技术经理
6000-8000/月,广东邮电人才服务有限公司,"岗位职责：1. 遵循公司的项目管理和软件开发流程,在规定时间内提交合乎要求的产品；2. 配合团队进行开发项目的环境搭建，项目推进过程中与需求方和实施方就具体的技术点进行沟通和转化等；3. 协助日常的服务器软硬件、系统与应用平台管理；能对公司各种应用的服务器的安装、配置、管理、优化和监控；4. 负责IDC网络安全的管理及广域网流量策略制定及管理；5. 良好执行工作标准和流程，与其他团队成员进行良好的沟通和合作；6. 配合架构师和高级工程，执行功能代码编写，；7. 按时、保质完成公司产品计划的工作任务；8. 根据新技术发展，不断完善公司各业务平台。岗位基础要求：1.20岁以上，大专及以上学历，计算机或相关专业；2. 思路清晰，做事有条理，具有良好的沟通能力和理解能力，有耐心，注重团队合作，学习能力强，对前沿技术有理解和应用能力；过硬的职业操守，良好的编码习惯以及文档习惯；工作积极主动，高效；自觉完成工作；愿意接受挑战。岗位技术要求：1. 一年以上的大规模高并发访问的Web应用架构设计和开发经验或大型互联网企业相关工作经验；2. 熟练使用Java/ C#/PHP，等程序开发语言中1~2种，熟悉多线程，并发处理；3. 扎实的Linux基础、性能调优、故障定位处理经验；熟悉TCP/IP协议；4. 熟练运维问题的分析、解决和优化，熟悉IT服务架构；5. 熟练使用Nginx,Apache,Redis,Iptables,lvs、mysql、MSSQL、Oracle、sybase主流数据库及内存数据库的设计、优化、管理、维护，具有分布式部署经验；6. 熟悉至少一种常见的开源监控工具（如 Zabbix,Nagios 等）的配置及部署；7. 熟悉Python、shell；8. 熟悉大型互联网产品技术分布式架构方案和设计模式，掌握分布式文件，分布式缓存，分布式消息系统，分布式搜索，分布式协同处理等大型分布式基础架构的设计，熟悉分布式架构体系中的服务规范体系；9. 熟悉多种框架如Struts 、Hibernate、Spring、Ibatis、Guice、JUnit、TestNG等。工作地点：广州海珠区海联路薪酬待遇：6000元-8000元/月，具体面谈。福利：购买五险一金、意外保险、人寿保险其他待遇：1．工作满一年后可享受带薪年假；可享受婚假、产假等国家规定假日；2．加班有补休，公共节假日加班有加班费.公司有完善的培训体系，注重员工成长与发展；3．公司经常组织工会活动，关注员工生活。",中级/初级开发工程师
10000-14999/月,广州银汉科技有限公司,岗位职责：1、参与运维架构研究、以线上业务的高可用性为目标；2、负责业务部署、应用发布、系统监控、维护，并持续进行优化；3、能够针对业务系统问题与瓶颈做出分析、排障、解决；4、设计、实现、完善针对业务的监控、报警，以及运维所需的工具、平台；5、深入研究cdn产品架构、可运维性相关技术，持续改进服务质量。任职要求：1、2年以上互联网产品、业务的运维经验，有视频运维经历、CDN运维经历优先；2、熟悉linux操作系统，熟悉mysql、nginx等应用；3、熟练使用shell或python等脚本编程语言；4、熟悉 nagios、cacti、zabbix中的一个或者多监控软件的使用；5、优秀的沟通能力、做事认真、责任心强、有较好的的文档制作基础。,系统运维工程师（视频直播服务）
6000-9000/月,天讯瑞达通信技术有限公司,岗位职责1.负责业务系统的部署和日常更新，日常监控和维护；2.确保业务系统的正常运行及应急响应；3.研究业务系统架构、实现性能优化，提高系统的健壮性；4.协助制定和改进部署、维护流程，提高服务运行质量；5.负责测试环境的维护及对日常IT的支持工作6.参与系统的监控方案、容灾方案、自动化运维方案的制定和实施。任职要求1.熟悉linux，熟悉shell、python编程2.掌握tomcat、dubbo、redis、nginx、mq等中间件3.熟悉oracle数据库，掌握sql语句，了解oracle的安装与维护4.熟悉分布式系统架构，熟悉在线系统应用维护，熟悉http等网络协议5. 具有优秀的团队合作和沟通协作能力、有责任心、能够接受加班,主机运维工程师（中高级linux运维）
15000-19999/月,UC优视（UC浏览器）,岗位职责：1.基础平台的建设、优化及日常维护管理，保证平台安全稳定运行；2.针对平台架构，合理建议性能优化解决方案，并持续改进日常运维支撑工具，逐步实现运维自动化。3.故障紧急响应服务，问题快速定位、处理、解决问题；任职要求：1.互联网行业4年以上运维经验，精通基于Linux的常用服务配置、快速部署；2.对立体监控、自动部署、容量管理、自动容灾有较深入的理解；3.精通 LVS+keepalived+nginx 等开源L4+L7层架构部署，并深入理解其中各组件工作原理与参数配置；4.熟悉Bind 、智能DNS 、负载均衡系统的工作原理，具有大规模服务器自动化运维能力；5.对Linux操作系统原理有深入的理解，熟悉 TCP/IP以及常用RPC协议；6.熟练掌握C/PHP/Python/shell等1至2种语言，并有相关开发经验；7.对CPU、内存、IO、网络等四大子系统内核参数以及程序性能优化有一定经验；8.对行业技术敏感度高且细致，善于思考，对解决具有挑战性问题充满激情；9.以上均为岗位胜任的必要条件，欢迎符合条件者前来投递简历,G10-高级系统运维工程师(内核优化-负载均衡方向)
15000-19999/月,广州稳达信息技术有限公司,1. 负责服务器的软硬件、应用系统平台的建设和日常维护管理，确保运作效率和稳定性；2. 负责网络的规划、实施和运行维护；3. 负责服务器的状态监控、升级优化和故障处理；4. 对公司员工进行培训、宣传，配合总部实施对应的网络、安全等事宜。岗位要求：1. 熟练掌握网络相关原理，熟悉TCP/IP协议，HTTP协议；2. 熟悉linux下软件的配置及优化，例如：nginx、mysql；3. 熟悉常见Web系统架构，并具有很强的故障排查和解决问题的能力；4. 具有较强的SHELL脚本编写能力，或至少会使用PERL/PYTHON中的一种进行编程；5. 研究运维相关技术，根据系统需求制定运维技术方案，开发自动化运维工具和运维辅助系统；6. 研究系统架构，提出架构优化方案，不断提高系统的健壮性；7. 有较强的自主学习能力和英文资料阅读能力，热爱开源技术；8.有大规模集群管理或全站加速经验者优先；,高级运维工程师
6000-7999/月,UC优视（UC浏览器）,"工作职责：1.负责运营管理系统及相关运维工具的设计， 提高运维工作效率2.高质量完成相关系统的开发和测试3.完成相关技术文档的编写任职要求：1.具有2年以上网站开发经验2.熟练掌握CSS、Javascript等 Web页面技术, 熟悉 bootstrap者优先3.熟悉 NodeJS 或 或 Python+Django 框架4.熟悉Httpd或Nginx相关配置和部 署5.熟悉MySQL数据库管理和性能调优者优先注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查。",G1-软件工程师(生产力工具)
